,name,price,deskripsi,isi_deksripsi
10,Farleys Biskuit Bayi Apel 120 g,Rp15.400 - Rp19.700,Golongan Produk**Kemasan**Manufaktur,"Pangan Olahan Diet Khusus**Dus, almunium foil @ 120 g**Heinz ABC Indonesia"
11,Farleys Biskuit Bayi Jeruk 120 g,Rp9.800 - Rp21.400,Golongan Produk**Kemasan**Manufaktur,"Pangan Olahan Diet Khusus**Dus, almunium foil @ 120 g**Heinz ABC Indonesia"
12,Farleys Biskuit Bayi Original 120 g,Rp11.700 - Rp19.700,Golongan Produk**Kemasan**Manufaktur,"Pangan Olahan Diet Khusus**Dus, almunium foil @ 120 g**Heinz ABC Indonesia"
13,Gasol Beras Merah 200 g,Rp10.200 - Rp30.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 200 gram**Gasol Pertanian Organik
14,Gasol Jagung 200 g,Rp16.500 - Rp23.100,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 200 gram**Gasol Pertanian Organik
15,Gasol Kacang Merah 200 g,Rp20.400 - Rp23.100,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 200 gram**Gasol Pertanian Organik
16,Gasol Pisang 200 g,Rp20.400 - Rp23.100,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 200 gram**Gasol Pertanian Organik
17,Gasol Ubi 200 g,Rp23.700 - Rp28.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 200 G**Gasol Pertanian Organik
18,Gerber Arrowroot Cookies,Rp56.200 - Rp62.200,Golongan Produk**Manufaktur**No. Registrasi,Pangan Olahan Diet Khusus**Nestle**BPOM: ML 262209100555
19,Gerber Graduates Puffs Banana,Rp50.100 - Rp59.400,Golongan Produk**Manufaktur**No. Registrasi,Pangan Olahan Diet Khusus**Nestle**BPOM: ML 262209084555
20,Gerber Graduates Puffs Blueberry,Rp50.100 - Rp58.300,Golongan Produk**Manufaktur**No. Registrasi,Pangan Olahan Diet Khusus**Nestle**BPOM: ML 262209082555
21,Gerber Graduates Puffs Peach,Rp53.500 - Rp60.500,Golongan Produk**Manufaktur**No. Registrasi,Pangan Olahan Diet Khusus**Nestle**BPOM: ML 262209081555
22,Gerber Graduates Puffs Strawberry Apple,Rp53.500 - Rp59.400,Golongan Produk**Manufaktur**No. Registrasi,Pangan Olahan Diet Khusus**Nestle**BPOM: ML 262209073555
23,Gerber Wagon Apple Harvest,Rp54.600 - Rp59.400,Golongan Produk**Manufaktur,Pangan Olahan Diet Khusus**Nestle
24,Gummy Fit 60 g,Rp6.000 - Rp24.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Produk Konsumen**Dus, 60 G**Prima Medika Laboratories**BPOM: MD824510097115"
25,Heinz Chocolate Biscotti,Rp13.000 - Rp19.200,Golongan Produk**Manufaktur,Pangan Olahan Diet Khusus**Bumi Tani Nusantara
26,Milna 6-12 Biskuit Bayi Apel Jeruk 65 g,Rp6.100 - Rp12.200,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 65 gram**Sanghiang Perkasa
27,Milna 6-12 Biskuit Bayi Beras Merah 130 g,Rp14.900 - Rp22.000,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Biskuit kaya gizi untuk usia 6-12 bulan sebagai makanan pendamping ASI pertama, dapat menstimulasi pertumbuhan gigi Si Kecil agar tumbuh kembang lebih optimal.**Tepung terigu, sukrosa, minyak nabati, tepung beras merah 5%, pengembang amonium bikarbonat, inulin, perisa identik alami beras merah, DHA, AA, perisa artifisial vanila, pengemulsi nabati, 4 mineral dan 12 vitamin.**Sesuai kebutuhan**Masukkan 2 keping milna biskuit bayi kedalam mangkok bersih. Tambahkan susu bayi atau air matang hangat secukupnya. Aduk hingga menjadi bubur dan siap disajikan.**Pastikan kemasan dalam kondisi baik saat anda membeli.**-**-**Pangan Olahan Diet Khusus**box, 130 gr**Sanghiang Perkasa**BPOM: MD862210481281"
28,Milna 6-12 Biskuit Bayi Jeruk 130 g,Rp9.700 - Rp20.900,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 130 gr**Sanghiang Perkasa
29,Milna 6-12 Biskuit Bayi Kacang Hijau 130 g,Rp13.800 - Rp20.700,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 130 gr**Sanghiang Perkasa
30,Milna 6-12 Biskuit Bayi Original 130 g,Rp9.900 - Rp40.700,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 130 gr**Sanghiang Perkasa
31,Milna 6-12 Biskuit Bayi Pisang 130 g,Rp14.900 - Rp21.900,Indikasi Umum**Komposisi**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Makanan pendamping ASI biskuit rasa pisang untuk bayi dan anak usia 6-24 bln.**Tepung terigu, gula, minyak nabati, pure pisang, pengembang amonium bikarbonat, inulin, minyak ikan, pengemulsi nabati, perisa artifisial pisang, aa, mineral dan Vitamin.**Masukkan 2 keping milna biskuit bayi kedalam mangkok bersih, tambahkan susu bayi atau air matang hangat secukupnya, aduk hingga menjadi bubur dan siap disajikan.**Jangan diberikan jika terjadi perubahan yang mencolok pada warna, bau dan rasa.**-**-**Pangan Olahan Diet Khusus**box, 130 gr**Sanghiang Perkasa**BPOM: MD862210550281"
32,Milna 6-12 Bubur Labu Madu 120 g,Rp16.500 - Rp22.000,Golongan Produk**Kemasan**Manufaktur,"Pangan Olahan Diet Khusus**Dus, almunium @ 120 g**Sanghiang Perkasa"
33,Milna 6-12 Bubur Pisang 120 g,Rp16.100 - Rp22.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 120 gram**Sanghiang Perkasa
34,Milna 6-12 Bubur Sup Ayam Wortel Labu 120 g,Rp14.900 - Rp23.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
35,Milna 6-12 Bubur Sup Ayam Wortel Labu 20 g,Rp900 - Rp2.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Sachet 20 gram**Sanghiang Perkasa
36,Milna 6-12 Bubur Sup Daging Brokoli 120 g,Rp17.100 - Rp21.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 120 gram**Sanghiang Perkasa
37,Milna 6-12 Bubur Tim Hati Ayam Bayam 120 g,Rp11.700 - Rp23.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
38,Milna 6-12 Goodmil Bubur Beras Merah Ayam 120 g,Rp16.800 - Rp33.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 120 gram**Sanghiang Perkasa
39,Milna 6-12 Goodmil Bubur Beras Merah Pisang 120 g,Rp13.900 - Rp27.500,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
40,Milna 6-12 Wgain Ayam Kacang Polong 120 g,Rp29.100 - Rp42.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 120 gram**Sanghiang Perkasa
41,Milna 8-12 Bubur Ayam Manis Teriyaki 120 g,Rp20.900 - Rp37.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
42,Milna 8-12 Bubur Daging Kacang Polong 120 g,Rp15.400 - Rp22.000,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
43,Milna 8-12 Bubur Hati Ayam Brokoli 120 g,Rp16.500 - Rp21.700,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
44,Milna 8-12 Bubur Salmon Cah Bayam 120 g,Rp17.100 - Rp23.800,Golongan Produk**Kemasan**Manufaktur,"Pangan Olahan Diet Khusus**Dus, almunium @ 120 g**Sanghiang Perkasa"
45,Milna 8-12 Bubur Sup Ayam Jagung Manis 120 g,Rp15.300 - Rp22.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
46,Milna 8-12 Goodmil Bubur Beras Merah Semur Ayam 120 g,Rp16.800 - Rp31.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 120 gram**Sanghiang Perkasa
47,Milna 8-12 Goodmil Bubur Peach Strawberry Jeruk 120 g,Rp21.500 - Rp32.900,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
48,Milna 8-12 Wgain Bubur Ayam Wortel Brokoli 120 g,Rp21.400 - Rp39.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 120 gr**Sanghiang Perkasa
49,Milna Nature Delight Apple Banana Strawberry 80 g,Rp8.800 - Rp18.600,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 80 gr**Sanghiang Perkasa
50,Milna Nature Delight Apple Peach 80 g,Rp9.900 - Rp18.600,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 80 gr**Sanghiang Perkasa
51,Milna Nature Delight Apple Pumpkin Carrot 80 g,Rp9.900 - Rp18.600,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Pack 80 gr**Sanghiang Perkasa
52,Milna Nature Puffs Organic Cheese 15 g,Rp7.900 - Rp11.000,Deskripsi**Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,MILNA NATURE PUFFS ORGANIC merupakan biskuit bayi dengan berbagai macam rasa yang dikonsumsi sebagai camilan dan selingan setelah sarapan ataupun makan siang utama yang dibuat dengan penuh cinta dari beras dan serat organik demi memenuhi kebutuhan gizi yang lebih baik**Biskuit bayi dengan berbagai macam rasa yang dikonsumsi sebagai camilan dan selingan setelah sarapan ataupun makan siang utama yang dibuat dengan penuh cinta dari beras dan serat organik demi memenuhi kebutuhan gizi yang lebih baik**Sesuai kebutuhan**Pangan Olahan Diet Khusus**Pouch @ 15 G**Sanghiang Perkasa**BPOM: ML673709004095
53,Milna Toddler Biskuit Coklat 110 g,Rp13.800 - Rp17.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 110 gram**Sanghiang Perkasa
54,Milna Toddler Biskuit Keju 110 g,Rp13.200 - Rp18.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Milna Toddler Biscuit merupakan biskuit lanjutan untuk usia 1-5 tahun, makanan pendamping ASI yang mengandung makro nutrient dan mikro nutrient yang membantu dan dibutuhkan si kecil dalam masa tumbuh dan kembangnya.**Makanan pendamping asi**Dapat langsung dikonsumsi. 3 Keping Milna Biskuit Toddler setara nilainya dengan energi 1 gelas susu (100 Kkal). 6 Keping Milna Biskuit Toddler setara nilainya dengan kalsium 1 gelas susu (280 mg).**Produk Konsumen**Dus @ 110 g**Sanghiang Perkasa**BPOM: MD835610149281"
55,Milna Toddler Instan Pudding Vanila 100 g,Rp16.500 - Rp18.200,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 100 gram**Sanghiang Perkasa
56,Milna Toddler Instant Pudding Coklat 100 g,Rp16.500 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 100 gram**Sanghiang Perkasa
57,Nayz Bubur Organik BB Labros Rasa Kakap 300 g,Rp32.500,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
58,Nayz Bubur Organik Elhappy Tummy Rasa Tuna 300 g,Rp27.500 - Rp32.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
59,Nayz Bubur Organik Lebrania Rasa Salmon 300 g,Rp27.500 - Rp30.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
60,Nayz Bubur Organik Menu 1 Rasa Ayam 300 g,Rp25.300 - Rp33.000,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
61,Nayz Bubur Organik Menu 2 Rasa Sapi 300 g,Rp25.300 - Rp32.500,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
62,Nayz Bubur Organik Menu 4 Rasa Salmon 300 g,Rp25.300 - Rp30.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
63,Nayz Bubur Organik Menu 6 Rasa Tuna 300 g,Rp25.300 - Rp33.000,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
64,Nayz Bubur Organik Yummy Rasa Ayam 300 g,Rp25.300 - Rp31.900,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 300 gr**Hassana Boga Sejahtera
65,Nayz Puding Susu Rasa Apel Hijau,Rp31.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus**Hassana Boga Sejahtera
66,Nayz Puding Susu Rasa Cokelat,Rp31.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus**Hassana Boga Sejahtera
67,Nayz Puding Susu Rasa Kacang Hijau,Rp32.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus**Hassana Boga Sejahtera
68,Nayz Puding Susu Rasa Kiwi,Rp0,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus @ 200 gram**None
69,Nayz Puding Susu Rasa Melon,Rp32.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus**Hassana Boga Sejahtera
70,Nayz Puding Susu Rasa Stoberi,Rp29.500 - Rp31.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus**Hassana Boga Sejahtera
71,Promina Baby Crunchies Keju Cheddar 20 g,Rp9.800 - Rp12.700,Deskripsi**Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"PROMINA BABY CRUNCHIES KEJU CHEDDAR merupakan MPASI berupa camilan dengan rasa keju yang bergizi dimana tekstur, pilihan rasa dan asupan gizinya disesuaikan dengan kebutuhan setiap tahapan usia bayi dan anak.**MPASI berupa camilan dengan rasa keju yang bergizi dimana tekstur, pilihan rasa dan asupan gizinya disesuaikan dengan kebutuhan setiap tahapan usia bayi dan anak.**Sesuai kebutuhan**Pangan Olahan Diet Khusus**Box, 2 Pack @ 10 G**Indofood**BPOM: MD862210227007"
72,Promina Biskuit Arrowroot Coklat 110 g,Rp9.300 - Rp22.000,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Promina Biskuit Arrowroot memiliki kandungan umbi garut (arrowroot) membuat biskut halus dan mudah dicerna. Promina Arrowroot Cookies untuk bayi usia 12 bulan ke atas. Memiliki keunggulan rendah gluten serta difortifikasi dengan makro dan mikro nutrien**Makanan pendamping ASI untuk anak usia 1-3 tahun membantu memenuhi kebutuhan energi dan tumbuh kembang si kecil, memenuhi asupan gizi dan serat untuk anak**Tepung terigu 57%, gula,bahan pengembang, lemak susu, pati termodifikasi, minyak nabati (mengandung antioksidan tokoferol dan askorbil palmitat), lemak reroti vitamin, pengemulsi (lesitin kedelai, monogliseruda), inulin, DHA, garam, penstabil gom guar,**Takaran saji 4 pcs: 28 g**Simpan ditempat sejuk dibawah suhu 30 C.**Pangan Olahan Diet Khusus**Box @ 110 g**Indofood**BPOM: MD860710235188"
73,Promina Biskuit Arrowroot Keju 110 g,Rp9.300 - Rp22.400,Indikasi Umum**Komposisi**Golongan Produk**Kemasan**Manufaktur,"Merupakan biskuit untuk bayi umur 12 bulan keatas, diperkaya dengan Omega 3, Omega 6 dan Prebiotik FOS untuk perkembangan otak bayi. Biscuit ini memberikan nutrisi yang dibutuhkan bayi Sebagai asupan makan setiap hari yang mudah dicerna bayi sebagai pelengkap nutrisi dan vitamin penting untuk bayi. Biskuit ini juga memiliki tekstur yang sangat halus sehingga mudah ditelan dan dicerna secara sempurna, sehingga cocok sebagai cemilan.**Tepung terigu 57%, gula,bahan pengembang, lemak susu, pati termodifikasi, minyak nabati (mengandung antioksidan tokoferol dan askorbil palmitat), lemak reroti vitamin, pengemulsi (lesitin kedelai, monogliseruda), inulin, DHA, garam, penstabil gom guar,**Pangan Olahan Diet Khusus**Box 110 gram**Indofood"
74,Promina Biskuit Arrowroot Susu 110 g,Rp9.300 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 110 gram**Indofood
75,Promina Biskuit Rusk Beras Merah 130 g,Rp8.700 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**kemasan ganda @ 130 g**Indofood
76,Promina Biskuit Rusk Kacang Hijau 130 g,Rp8.700 - Rp18.400,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 130 g**Indofood
77,Promina Biskuit Rusk Susu 130 g,Rp8.700 - Rp19.800,Komposisi**Dosis**Golongan Produk**Kemasan**Manufaktur,"Tepung terigu 57%, gula,bahan pengembang, lemak susu, pati termodifikasi, minyak nabati (mengandung antioksidan tokoferol dan askorbil palmitat), lemak reroti vitamin, pengemulsi (lesitin kedelai, monogliseruda), inulin, DHA, garam, penstabil gom guar,**Sesuai kebutuhan**Pangan Olahan Diet Khusus**Dos 130 g**Indofood"
78,Promina Bubur Ayam Kampung Kacang Polong 100 g,Rp10.000 - Rp22.200,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 100 g**Indofood
79,Promina Bubur Bayi Beef Stew with Carrot 120 g,Rp9.000 - Rp21.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 120 gram**Indofood
80,Promina Bubur Bayi Cheezy Chicken Broccoli 120 g,Rp7.200 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 120 gram**Indofood
81,Promina Bubur Bayi Milky Beras Merah 120 g,Rp10.600 - Rp19.800,Komposisi**Golongan Produk**Kemasan**Manufaktur,"Beras merah, beras (23%), gula, susu skim bubuk, kacang merah (10%), kedelai, minyak kelapa sawit (mengandung antioksidan L-askorbil palmitat dan alfa tokoferol), minyak kedelai, pengemulsi lesitin kedelai, prebiotik FOS, premiks vitamin, mineral dan minyak ikan (mengandung campuran antioksidan tokoferol dan L-askorbil palmitat).**Pangan Olahan Diet Khusus**Dus 120 g**Indofood"
82,Promina Bubur Bayi Milky Beras Merah 20 g,Rp1.000 - Rp2.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Sachet 20 gram**Indofood
83,Promina Bubur Bayi Pisang Susu 20 g,Rp1.000 - Rp2.300,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Sachet 20 gram**Indofood
84,Promina Bubur Bayi Smooth Kacang Hijau 120 g,Rp7.800 - Rp18.700,Komposisi**Dosis**Golongan Produk**Kemasan**Manufaktur,"Kacang hijau (29%), beras (21%), susu skim bubuk (10%), gula, jagung, kedelai.**Sesuai kebutuhan**Pangan Olahan Diet Khusus**Aluminium foil dan karton @ 120 g**Indofood"
85,Promina Bubur Bayi Steamed Chicken Mushroom 120 g,Rp9.000 - Rp21.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 120 gram**Indofood
86,Promina Bubur Bayi Steamed Chicken Mushroom 20 g,Rp1.400 - Rp3.800,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Sachet 20 gram**Indofood
87,Promina Bubur Tim Ati Ayam Kampung 100 g,Rp9.800 - Rp23.100,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Dus 100 gram**Indofood
88,Promina Bubur Tim Salmon Norwegia 100 g,Rp15.400 - Rp24.000,Golongan Produk**Kemasan**Manufaktur,Pangan Olahan Diet Khusus**Box 100 g**Indofood
89,Promina Marie Roll New 150 g,Rp8.700 - Rp20.100,Golongan Produk**Manufaktur,Pangan Olahan Diet Khusus**Indofood
90,Promina Puffs Blueberry 15 g,Rp5.500 - Rp9.900,Komposisi**Golongan Produk**Manufaktur,"Tepung beras, tepung terigu, tepung gandum, gula, tepung gandum oat utuh, rasa vanili blueberry alami, tri-n dikalsium fosfat, campuran tocopherol (untuk kesegaran), lesitin kedelai, minyak kedelai, zinc sulfat, alpha tokoferil asetat (Vit.E), electrolytic zat besi, vitamin B6, vitamin B2, vitamin B1, vitamin B12**Pangan Olahan Diet Khusus**Indofood"
