,name,price,deskripsi,isi_deksripsi
11,Cetaphil Baby Shampoo Natural Camomile 200 ml,Rp71.800 - Rp132.000,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Cetaphil Baby Shampoo merupakan shampo perawatan bayi yang memiliki formula shampo bayi lembut untuk membersihkan sekaligus membantu menjaga kehalusan rambut dan kelembapan kulit kepala bayi yang lembut. Cetaphil Baby Shampoo mengandung aloe vera dan chamomile yang dapat membantu menenangkan kulit bayi.**Untuk membersihkan sekaligus membantu menjaga kehalusan rambut dan kelembapan kulit kepala bayi yang lembut.**Aqua, Sorbitol, Cocamidopropyl Betaine, Lauryl Glucoside, Glycerin, Panthenol, Coco-Glucoside, Glyceryl Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aloe Barbadensis Leaf Juice Powder, Chamomilla Recutita Flower Extract, Citric Acid, Heliotropine, Hydrogenated Palm Glycerides Citrate, Hydrolyzed Wheat Protein, Parfum, Sodium Hydroxide, Tocopherol, Zinc Sulfate**Tuang Cetaphil Baby Shampoo ke tangan atau lap mandi lalu usapkan ke rambut. Gosok lembut hingga berbusa, bilas, dan keringkan dengan handuk.**Produk Konsumen**Botol @ 200 ml**Galderma**BPOM: NC16161001852"
12,Chicco Bath Foam 200 ml,Rp108.000 - Rp139.200,Golongan Produk**Manufaktur,Produk Konsumen**Chicco
13,Citrex Pasta Gigi Upin Ipin Orange 50 g,Rp9.900 - Rp17.200,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube**Millennium Pharmacon"
14,Citrex Pasta Gigi Upin Ipin Strawberry 50 g,Rp9.900 - Rp16.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube**Millennium Pharmacon"
15,Colgate Kids Minion Toothbrush 2-5 Years 1 Pieces,Rp25.600 - Rp29.500,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Colgate Kids Minion Toothbrush 2-5 YEARS dibuat khusus untuk anak umur 2 - 5 tahun yang mempunyai gigi susu dan geraham yang masih bertumbuh. Sikat dan kepala sikat pada produk telah disesuaikan untuk gigi susu dan mulut anak-anak. - Sikat ultra lembut untuk pembersihan yang efektif dan lembut - Kepala sikat yang kecil untuk membersihkan mulut anak-anak dengan mudah - Gagang sikat yang mudah di pegang untuk kekawalan yang lebih baik semasa menggosok gigi**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Pieces**Colgate Palmolive Indonesia**KEMENKES RI: AKL10605717696
16,Colgate Kids Minion Toothbrush 5-9 Years 1 Pieces,Rp26.500 - Rp29.500,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Colgate Kids Minion Toothbrush 5-9 YEARS sesuai untuk anak-anak usia 5 - 9 tahun dengan gigi susu dan gigi dewasa. Sikat tipis ultra lembut <0.01mm dapat membersih secara efektif dan lembut saat kepala sikat membersihkan mulut anak dengan mudah**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Pieces**Colgate Palmolive Indonesia**KEMENKES RI: AKL10605717697
17,Copal Balsem 25 g,Rp17.800 - Rp25.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"COPAL BALSEM TUBE 25 G merupakan balsem yang mengandung Camphora, Menthol dan Eucalyptus oil. Balsem ini digunakan untuk membantu mengatasi rasa pusing, mabuk perjalanan, gatal karena gigitan serangga dan masuk angin pada anak-anak.**Masuk angin, flu, hidung tersumbat, sakit kepala, sakit perut, digigit serangga**Camphor 5 %, menthol 2%, eucalyptus oil 2%**Gosokkan secukupnya**Oleskan secukupnya pada bagian yang membutuhkan**Hentikan pemakaian bila terjadi reaksi iritasi, Hanya untuk pemakaian luar.**Hipersensitif**Hipersensitivitas termasuk dermatitis kontak**Produk Konsumen**Tube 25 G**Guardian Pharmatama**BPOM: QD201789501"
18,Copal Balsem 36 g,Rp19.500 - Rp28.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"COPAL BALSEM TUBE 36 G merupakan balsem yang mengandung Camphora, Menthol dan Eucalyptus oil. Balsem ini digunakan untuk membantu mengatasi rasa pusing, mabuk perjalanan, gatal karena gigitan serangga dan masuk angin pada anak-anak.**Masuk angin, flu, hidung tersumbat, sakit kepala, sakit perus, digigit serangga**Camphor 5%, menthol 2%, eucalyptus oil 2%**Gosokkan secukupnya**Gosokkan pada bagian tubuh yang sakit**Hentikan pemakaian bila terjadi reaksi iritasi, Hanya untuk pemakaian luar.**hipersensitivitas**Hipersensitivitas termasuk dermatitis kontak**Produk Konsumen**Tube 36 G**Guardian Pharmatama**BPOM: QD151714141"
19,Cussons Baby Cologne Beautiful Sunshine 100 ml,Rp18.200 - Rp27.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Cussons Indonesia
20,Cussons Baby Cologne Lovely Kiss 100 ml,Rp15.000 - Rp31.100,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Cussons Indonesia**BPOM: NA18200600434
21,Cussons Baby Cologne Soft Touch 100 ml,Rp11.800 - Rp31.100,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Cussons Indonesia**BPOM: NA18170602837
22,Cussons Baby Moscare Natural Skin Protection Lotion 100 g,Rp15.200 - Rp46.600,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CUSSONS BABY MOSCARE merupakan produk perawatan kulit yang diformulasikan dengan Citronella, Eucalyptus, Chamomile oil, olive oil, natural repellenol. sehingga kulit tetap terasa lembab. Kandungan produk ini membantu melembabkan kulit, dan memberi perlindungan dari gigitan nyamuk terutama pagi dan malam hari.**Produk ini digunakan sebagai pelembab kulit dan memberi perlindungan dari gigitan nyamuk terutama pagi dan malam hari**Citronella, Eucalyptus, Chamomile oil, olive oil, natural repellenol**Tuangkan lotion ke telapak tangan lalu usapkan dengan lembut ke kulit bayi pagi dan malam hari. cocok juga untuk seluruh anggota keluarga**Herbal**Tube, @ 100 gram**Cussons Indonesia**BPOM: TR172705991"
23,Cussons Baby Moscare Natural Skin Protection Lotion 50 g,Rp12.100 - Rp31.100,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"CUSSONS BABY MOSCARE merupakan lotion anti nyamuk untuk bayi yang melindungi bayi dari gigitan nyamuk hingga 8 jam dan tanpa adanya tambahan parfum**Lotion anti nyamuk untuk bayi**Oleskan pada kulit bayi saat membutuhkan perlindungan dari nyamuk, terutama pagi dan malam hari.**Produk Konsumen**Tube @ 50 G**Cussons Indonesia"
24,Cussons Baby Sensicare Moisturizing Lotion 200 ml,Rp119.400 - Rp195.000,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CUSSONS BABY SENSICARE MOISTURIZING LOTION merupakan produk perawatan kulit yang diformulasikan dengan natural organic oat, natural organic olive oil, natural shea butter, ceramide sehingga kulit terasa lembut, kenyal, dan tampak sehat. Kandungan produk ini membantu melembabkan kulit, memberikan lapisan pelindung pada kulit, dan meningkatkan kelembaban untuk memberikan rasa nyaman pada kulit kering & rentan eksim.**Produk ini digunakan sebagai pelembab kulit sehingga meningkatkan kelembaban untuk memberikan rasa nyaman pada kulit kering & rentan eksim.**organic oat, organic olive oil, natural shea butter, ceramide**Tuangkan lotion ke telapak tangan lalu usapkan dengan lembut ke kulit bayi**Produk Konsumen**Botol, @ 200 ml**Cussons Indonesia**BPOM: NA18170104476"
25,Cussons Baby Soap Protect Care 75 g,Rp2.700 - Rp7.400,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**Cussons Indonesia**BPOM: NA49140500632
26,Cussons Kids Cologne Fruity Berries 100 ml,Rp9.700 - Rp20.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Cussons Indonesia**BPOM: NA18200601234
27,Cussons Kids Tooth Brush 5-7 Years,Rp7.500 - Rp16.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Plastik @ 1 piece**Cussons Indonesia
28,Cussons Kids Toothpaste Sparkling Orange 45 g,Rp4.500 - Rp12.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube 45 g**Cussons Indonesia
29,Cussons Kids Toothpaste Strawberry Smoothie 45 g,Rp5.300 - Rp12.100,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**Cussons Indonesia**BPOM: NA18161400040
30,Darlie Bunny Kids Toothpaste Apple 40 g,Rp12.200 - Rp19.700,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"DARLIE BUNNY KIDS TOOTHPASTE APPLE merupakan pasta gigi rasa buah dengan kandungan kalsium dan fluoride. Kandungan kalsium dan fluoride pada produk ini membantu mencegah gigi berlubang, memperkuat email gigi, mencegah gigi keropos, dan mencegah pertumbuhan bakteri di dalam mulut.**Sebagai pasta gigi khusus anak yang dapat membantu memperkuat gigi dengan kalsium yang dapat meminimalkan iritasi dengan tingkat busa rendah**Calcium Fluoride**Keluarkan pasta gigi ke atas sikat gigi, gosok gigi dengan gerakan memutar dan kumur dengan air**Produk Konsumen**Dus, Tube @ 40 gram**None**BPOM: NA11161400118"
31,Darlie Bunny Kids Toothpaste Cola 40 g,Rp12.500 - Rp15.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, and tube 40 gram**None"
32,Darlie Kids Pasta Gigi Orange 40G,Rp9.000 - Rp20.300,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Box, Tube @ 40 g**HAWLEY & HAZEL"
33,Darlie Kids Pasta Gigi Strawberry 40G,Rp8.800 - Rp22.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Manufaktur,Darlie Bunny Kids Strawberry Pasta Gigi 40 g merupakan pasta gigi yang mengandung rasa stroberi yang lezat. Gel pasta gigi Darlie Bunny Kids Strawberry diperkaya dengan kalsium dan fluoride sehingga dapat memperkuat gigi dan melawan gigi berlubang.**Manfaat: - Memperkuat gigi dengan kandungan kalsium - Fluoride untuk melawan gigi berlubang - Meminimalkan iritasi dengan tingkat busa rendah**Cara Pakai: - Kumur-kumur dulu sebelum menggosok gigi - Ambil pasta gigi secukupnya dan taruh pada sikat gigi Anda - Sikat gigi Anda secara menyeluruh - Kumur-kumur dengan air bersih hingga busa setelah sikat gigi hilang. - Lakukan sikat gigi pada pagi dan malam hari secara rutin.**Produk Konsumen**HAWLEY & HAZEL
34,Dee Dee Children Body Wash Apple 225 ml,Rp14.000 - Rp20.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 225 ml**Joenoes Ikamulya
35,Dee Dee Children Body Wash Orange 225 ml,Rp12.700 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 225 ml**Joenoes Ikamulya
36,Dee Dee Children Body Wash Strawberry 225 ml,Rp14.000 - Rp20.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 225 ml**Joenoes Ikamulya
37,Dee Dee Childrens Facial Wash Orange 100 g,Rp17.300 - Rp23.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube @ 100 G**Joenoes Ikamulya
38,Dee Dee Childrens Facial Wash Strawberry 100 g,Rp17.300 - Rp23.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube @ 100 G**Joenoes Ikamulya
39,Dee Dee Childrens Hair Shampoo Apple 45 ml,Rp2.800 - Rp3.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 45 ml**Joenoes Ikamulya
40,Dee Dee Childrens Hair Shampoo Apple Refill 200 ml,Rp9.100 - Rp12.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 200 ml**Joenoes Ikamulya
41,Dee Dee Childrens Hair Shampoo Grape 45 ml,Rp2.900 - Rp3.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 45 ml**Joenoes Ikamulya
42,Dee Dee Childrens Hair Shampoo Grape Refill 200 ml,Rp9.100 - Rp12.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 200 ml**Joenoes Ikamulya
43,Dee Dee Childrens Hair Shampoo Orange Refill 200 ml,Rp9.100 - Rp12.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 200 ml**Joenoes Ikamulya
44,Dee Dee Childrens Hair Shampoo Strawberry 45 ml,Rp2.500 - Rp3.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 45 ml**Joenoes Ikamulya
45,Dee Dee Childrens Shampoo for Long Hair Rose 200 ml,Rp16.000 - Rp19.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Joenoes Ikamulya
46,Dee Dee Hair Shampoo Apple 125 ml,Rp6.600 - Rp10.500,Golongan Produk**Manufaktur,Produk Konsumen**Yuri
47,Dee Dee Hair Shampoo Apple 250 ml,Rp11.000 - Rp22.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 250 ml**Joenoes Ikamulya
48,Dee Dee Hair Shampoo Grape 125 ml,Rp6.600 - Rp10.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 125 ml**Joenoes Ikamulya
49,Dee Dee Hair Shampoo Grape 250 ml,Rp16.100 - Rp23.300,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 250 ml**Joenoes Ikamulya
50,Dee Dee Hair Shampoo Orange 125 ml,Rp6.000 - Rp10.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 125 ml**Joenoes Ikamulya
51,Dee Dee Hair Shampoo Orange 250 ml,Rp11.000 - Rp23.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 250 ml**Joenoes Ikamulya
52,Dee Dee Hair Shampoo Strawberry 125 ml,Rp6.500 - Rp10.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 125 ml**Joenoes Ikamulya
53,Dee Dee Hair Shampoo Strawberry 250 ml,Rp11.000 - Rp23.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 250 ml**Joenoes Ikamulya
54,Dee Dee Shower Foaming Apple 200 ml,Rp9.900 - Rp12.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch 200 ml**Joenoes Ikamulya
55,Dee Dee Shower Foaming Grape 200 ml,Rp9.900 - Rp12.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch 200 ml**Joenoes Ikamulya
56,Dee Dee Shower Foaming Strawberry 200 ml,Rp9.900 - Rp12.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch 200 ml**Joenoes Ikamulya
57,Dee Dee Shower Foaming Strawberry 225 ml,Rp18.200 - Rp23.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol plastik @ 225 ml**Joenoes Ikamulya
58,Dione Toothpaste,Rp3.100 - Rp5.500,Golongan Produk**Manufaktur,Produk Konsumen**Tempo Natural Products
59,Do Re Mi Body Wash 200 ml Biru,Rp14.300 - Rp17.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Barclay
60,Do Re Mi Body Wash 200 ml Merah,Rp14.300 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Barclay
61,Do Re Mi Shampoo 200 ml Biru,Rp14.300 - Rp16.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Barclay
62,Do Re Mi Shampoo 200 ml Merah,Rp14.300 - Rp16.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Barclay
63,Dodo Baby Finger Toothbrush,Rp15.100 - Rp25.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Dus**Dodorindo Jaya Abadi
64,Doremi Body Wash Engine 100 ml,Rp9.900 - Rp13.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
65,Doremi Cologne Cutty Annie 60 ml,Rp9.900 - Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**None
66,Doremi Cologne Happy Teddy 100 ml,Rp12.200 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
67,Doremi Cologne Happy Teddy 60 ml,Rp9.900 - Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**None
68,Doremi Cologne Lovely Jinny 100 ml,Rp12.200 - Rp17.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
69,Doremi Cologne Lovely Jinny 60 ml,Rp9.900 - Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**None
70,Doremi Cologne Pretty Daisy 100 ml,Rp13.500 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**None
71,Doremi Cologne Pretty Daisy 60 ml,Rp9.900 - Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**None
72,Doremi Cologne Smiley Bobby 100 ml,Rp12.200 - Rp17.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
73,Doremi Cologne Smiley Bobby 60 ml,Rp9.700 - Rp13.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 60 ml**None
74,Doremi Kids Shampoo Marine Breeze 200 ml,Rp18.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Unza Vitalis
75,Doremi Kids Shampoo Tropical Fun 200 ml,Rp18.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Unza Vitalis
76,Dr Bronners Pure-Castile Soap Baby Unscented 473 ml,Rp250.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 473 ml**Sehat Secara Alami**BPOM: NE51190505012
77,Dr Brown's Toothbrush Finger 1 Pieces,Rp54.000 - Rp64.600,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, 1 Pieces**None"
78,Enzim Anak Rasa Bubble Gum 63 G,Rp12.200 - Rp18.700,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 63 G**None"
79,Enzim Anak Rasa Orange 63 G,Rp11.800 - Rp19.300,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 50 ml**None"
80,Enzim Anak Rasa Strawberry 63 G,Rp13.600 - Rp20.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Produk Konsumen**Dus, Tube @ 50 ml**None**BPOM: NA18131400121"
81,Eskulin Kid Hair And Body Wash 2 In 1 Clean And Smooth 280 ml,Rp21.800 - Rp32.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**botol 280 ml**Kino group
