,name,price,deskripsi,isi_deksripsi
10,Neo Asta Suspensi 60 ml,Rp7.100 - Rp12.900,Komposisi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Per 5 mL : Kaolin 700 mg, pectin 50 mg**Obat Bebas (Hijau)**Dus, Botol 60 ml**Bufa Aneka**BPOM: DBL9300911233A1"
11,Neo Diaform 10 Tablet,Rp2.700 - Rp3.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEO DIAFORM 10 TABLET adalah obat yang digunakan untuk mengatasi diare nonspesifik atau diare yang umum terjadi bukan disebabkan oleh masalah spesifik di saluran pencernaan.**Terapi simtomatik untuk diare non spesifik.**Kaolin 550 mg, pectin 20 mg.**Dewasa dan Anak > 12 tahun : 2.5 tablet/diare. Maksimal 15 tablet/24 jam. Anak 6-12 tahun : 1.5 tablet/diare. Maksimal 7.5 tablet/24 jam.**Diberikan sebelum atau sesudah makan.**Anak < 6 tahun. Tidak boleh dipergunakan > 2 hari atau disertai demam tinggi**Hipersensitif, obstruksi intestinal.**konstipasi**Obat Bebas (Hijau)**Dus, 50 Catch cover @ 1 Strip @ 10 Tablet**Corsa**BPOM: DBL9204302910A2"
12,Neo Kaocitin Sirup 60 ml,Rp15.300 - Rp16.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Diare non spesifik**Per 5 ml mengandung: Kaolin 500 mg, Pectin @ 50 mg**Dewasa dan Anak > 12 tahun : 2 sendok takar 5 cc setiap kali setelah diare, maximum 12 sendok takar/24 jam Anak 6-12 tahun : 1 sendok takar 5 cc setiap kali setelah diare, maximum 6 sendok takar/24 jam**Sebelum atau sesudah makan**Anak < 6 tahun. Demam tinggi.**Konstipasi dihindari, obstruksi usus**Sulit buang air besar dan mual.**Obat Bebas (Hijau)**Dus, 1 Botol @ 60 ml**Erlimpex**BPOM: DBL9206405733A1"
13,Neo Koniform 600 mg 4 Kaplet,Rp2.300 - Rp2.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Untuk pengobatan simtomatik pada diare yang tidak diketahui penyebabnya.**Attapulgit aktif : 600 mg Pektin : 50 mg**Dewasa dan anak diatas 12 tahun : 2 tablet setiap kali sesudah buang air besar, tidak lebih dari 12 tablet sehari, Anak-anak 6 - 12 tahun : 1 tablet setiap kali sesudah buang air besar, tidak lebih dari 6 tablet sehari**Sebelum atau sesudah makan**Jangan digunakan lebih dari 2 hari dan jika masih diare, konsultasi ke dokter Tablet jangan digunakan pada anak-anak umur 3-6 tahun, kecuali atas petunjuk dokter. Jangan digunakan pada keadaan demam tinggi Dapat mempengaruhi absorpsi saluran pencernaan dari obat-obat lain karena itu dianjurkan selang waktu 2-3 jam antara pemberian oral obat-obat lain dengan obat ini.**Tidak boleh diberikan pada pasien dimana konstipasi harus dihindari Hipersensitif terhadap Attapulgit Penderita obstruksi usus**Konstipasi, atau impaksi feses (dosis besar), dispepsia, perut kembung, dan mual.**Obat Bebas (Hijau)**Dus, 50 Catchcover @ 1 Strip @ 4 Tablet**Konimex**BPOM: DBL9113007110A1"
14,New Antides 10 Tablet,Rp2.400 - Rp7.600,Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"attapulgite 600 mg**-**-**-**-**-**Obat Bebas (Hijau)**Du, 10 Strip @ 10 Tablet**Tropica Mas Pharmaceutical**BPOM: DBL9326001510A1"
15,New Sybarin 10 Tablet,Rp16.300 - Rp16.500,Komposisi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Bismuth Subsalicylate 125 mg**Obat Bebas Terbatas (Biru)**Dus, 10 Strip @ 10 Tablet**Kaliroto**BPOM: DTL9111703210A1"
16,Normudal 2 mg 10 Tablet,Rp11.100 - Rp15.000,Deskripsi**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Manufaktur**No. Registrasi,Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**loperamide**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. -****HARUS DENGAN RESEP DOKTER. -**Obat Keras (Merah)**Combiphar**BPOM: DKL8304103917A1
17,Novadiar Suspensi 60 ml,Rp5.900 - Rp14.800,Indikasi Umum**Komposisi**Dosis**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pengobatan simptomatik pada diare yang tidak diketahui penyebabnya.**Tiap 5 ml suspensi mengandung Kaolin 986 mg dan Pektin 40 mg.**Dewasa dan anak >12 tahun : 30 ml perhari. Anak 6-12 tahun : 15 ml perhari**Berencana untuk hamil Disentri Hamil Menyusui**Reaksi alergi**Konstipasi yang bersifat sementara**Obat Bebas (Hijau)**Dus, Botol @ 60 ml**Novapharin**BPOM: DBL0434003633A1"
18,Omegdiar Suspensi 60 ml,Rp6.200 - Rp7.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Pengobatan simptomatik pada diare non spesifik.**Kaolin 986,67 mg , Pectin 22,08 mg**Dewasa dan anak-anak 12 tahun keatas : 2 Tablet (Maksimum penggunaan 12 tablet dalam 24 jam) Anak-anak 6-12 tahun: 1 tablet (Maksimum ponggunaan 6 tablet dalam 24 jam)**Setiap setelah buang air besar.**Diare dapat menyebabkan kehilangan cairan dan elektrolit karena itu terapi rohidrasi (cairan rehidrasi oral) mungkin diperlukan. Jika diare pada anak-anak disertai dengan dehidrasi, maka pengobatan awal harus diberikan cairan rehidrasi oral. Jangan diberikan pada anak-anak 3-6 tahun, kecuali atas petunjuk dokter Dapat mempengaruhi absorpsi saluran puncernaan dari obat-obat lain, karena itu dianjurkan interval waktu 2-3 jam antara pemberian oral obat-obatan lain dengan obat ini.**Hipersensitif, Obstruksi usus**Pneumokoniosis, Kembung Diare, Penurunan nafsu makan, Penurunan mineral**Obat Bebas (Hijau)**Suspensi 60 ml x 1**Mutifa Industri Farmasi**BPOM: DBL1716912233A1"
19,Opidiar Suspensi 120 ml,Rp25.200 - Rp28.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"OPIDIAR merupakan obat dengan kandungan Kaolin dan Pectin dalma bentuk sirup. Obat ini digunakan untuk pengobatan simtomatik pada diare dengan mengadsorbsi beberapa racun dan bakteri penyebab diare, mengurangi frekuensi buang air besardan memperbaiki konsistensi feses yg cair.**Digunakan untuk menghentikan diare dan mengurangi frekuensi buang air besar dan memperbaiki konsistensi feses yang cair.**Per 5 ml : Kaolin 986 mg, pectin 22 mg**Dewasa: diminum 3-4 kali sehari, 2 sendok takar (10 ml)stelah buang air besar , maksimum 8 sendok takar (40 mL). Anak usia 6 -12 tahun: diminum 3-4 kali sehari, 1 sendok takar (5 ml) setelah buang air besar, maksimum 4 sendok takar (20 mL). Anak < 6 tahun: sesuai petunjuk Dokter.**Dapat diberikan bersama atau tanpa makanan.**Dehidrasi, dema tinggi, jika gejala-gejala masih berlansung terus, konsultasikan dengan dokter.**Hipersensitif, penderita obstruksi obat.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Konstipasi sementara.**Obat Bebas (Hijau)**Dus, Botol @120 ml**Otto Pharmaceutical Industries**BPOM: DBL0718820733A1"
20,Opox 2 mg 10 Tablet,Rp16.100 - Rp22.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Diare akut dan diare kronis.**Loperamide**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Diare akut : awalnya 2 tablet kemudian 1 tablet setiap habis buang air besar. Diare kronis : awalnya 2 tablet kemudian dosis disesuaikan sampai buang air besar normal (buang air besar 1-2 kali sehari). Maksimal 8 tablet sehari.**Bersamaan dengan makanan atau tidak**HARUS DENGAN RESEP DOKTER. Gangguan fungsi hati. Anak berusia kurang dari 12 tahun.**Bila hambatan peristaltik dihindari.**Kembung, sembelit (susah buang air besar), mual, hipersensitivitas, megakolon, pusing, kelelahan.**Obat Keras (Merah)**Tablet 2 Mg X 10 X 6**Guardian Pharmatama**BPOM: DKL0408013617A1"
21,Pedizinc Sirup 60 ml,Rp34.900 - Rp42.300,Komposisi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Tiap sendok takar (5 ml) mengandung Zinc sulfate monohydrate 20 mg**Obat Bebas Terbatas (Biru)**Dus, botol @ 60 ml**Dexa Medica**BPOM: DTL1705057137A1"
22,Pharolit Sitrat Powder,Rp2.000 - Rp2.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"PHAROLIT merupakan bubuk oralit pengganti cairan tubuh yang hilang akibat diare. Obat ini digunakan untuk mencegah dan mengobati dehidrasi akibat diare/ mencret/ muntaber.**Dapat mencegah dan mengobati dehidrasi pada muntah dan diare, Gastroenteritis (infeksi yang terjadi pada usus atau perut), kolera (diare akut karena adanya infeksi pada usus)**Natrium klorida 0,52 g,Kalium klorida 0, 3 g,Trinatrium sitrat dihidrat 0,58 g, Glucose anhidrat 2,7 g**Umur dibawah 1 th, 3 jam pertama 1,5 gelas selanjutnya tiap kali BAB 1/2 gelas, umur 1 sampai kurang dari 5 th, 3 jam pertama 3 gelas, selanjutnya tiap kali BAB 1 gelas, umur 5 - 12 th 3 jam pertama 6 gelas, selanjutnya tiap kali BAB 1,5 gelas, umur lebih dari 12 th 3 jam pertama 12 gelas selanjutnya tiap kali mencret 2 gelas.**Dilarutkan dengan air matang. Larutan ini tidak dapat digunakan apabila lebih dari 24 jam. Jika terjadi muntah hentikan sementara, 2 sampai 5 menit, berikan oralit dengan sendok sedikit demi sedikit.**Teruskan ASI, makan dan minuman selama diare, beri makanan ekstra setelah sembuh.Bila keadaan memburuk atau dalam 2 hari tidak membaik segera bawa ke RS / Puskesmas atau dokter dan oralit tetap diberikan.Jika terjadi gelala kekurangan garam natrium, dalam darah (hiponatremia), agar konsultasikan ke dokter / tenaga kesehatan terdekat.Hentikan Oralit jika diare berhenti dan pasien mulai membaik.**Penderita gangguan fungsi ginjal, malabsorpsi glukosa, serta dehidrasi parah**Perut kembung, nyeri perut, hipernatremia**Obat Bebas (Hijau)**Dus, 60 Sachet @ 4 g**Novell Pharmaceutical Laboratories**BPOM: DBL0233506323A1"
23,RZ-20 Sirup 60 ml,Rp42.600 - Rp43.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"RZ-20 SIRUP mengandung Zink Sulfate, merupakan pelengkap pada pengobatan diare pada anak-anak, digunakan bersama oralit.**Pelengkap untuk pengobatan diare pada anak-anak dibawah 5 tahun, diberikan bersama larutan oralit.**Tiap 5 ml mengandung Zinc Sulfate setara dengan Zinc 20 mg.**Bayi 2-6 bulan : 1/2 Sendok takar (2,5 ml) diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti). Anak 6 bulan-5 tahun : 1 Sendok takar (10 ml) diberikan setiap hari selama 10 hari berturut-turut (bahkan ketika diare telah berhenti). Jika terjadi muntah dalam waktu setengah jam setelah pemberian obat, berikan lagi obat yang masih baru.**Sesudah makan**Selama diare masih berlangsung, selain diberikan suplementasi Zinc, juga diberikan oralit, para ibu menyusui dianjurkan tetap menyusui atau meningkatkan frekuensi menyusui pada anak selama dan setelah diare.**Dosis tinggi Zinc untuk periode lama dapat menyebabkan penurunan konsentrasi lipoprotein plasma dan absorpsi tembaga.**Obat Bebas Terbatas (Biru)**Dus, Botol @ 60 ml**Pyridam Farma**BPOM: DTL1621022337A1"
24,Renamid 2 mg 10 Tablet,Rp4.700 - Rp5.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Diare akut dan kronik**Loperamide HCl 2 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Untuk diare akut : awal 4 mg, kemudian 2 mg setiap diare. Maksimal : 16 mg/hari. Untuk diare kronik : 4 mg/hari, kemudian 2 mg setiap diare. Pemeliharaan : 4-8 mg/hari dalam dosis terbagi jika perlu. Anak 4-8 tahun 1 mg. Anak 9-12 tahun : 2 mg. Diberikan 4 kali/hari.**Diberikan sebelum atau sesudah makan.**HARUS DENGAN RESEP DOKTER. Tidak untuk anak < 2 tahun.**Diare akut karena organisme yang berpenetrasi ke mukosa usus atau kolitis pseudomembran karena antibiotik berspektrum luas.**Mulut kering, nyeri perut, lesu, ruam kulit, pusing, megakolon toksik.**Obat Keras (Merah)**Tablet 2 Mg X 10 X 10**Fahrenheit**BPOM: DKL8931502217A1"
25,Rhomuz 2 mg 10 Tablet,Rp21.200 - Rp30.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Diare akut non spesifik & diare kronik**Loperamide HCl 2 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : awal 2 tablet kemudian 1 tablet setiap habis defekasi. Maksimal : 8 tablet/hari. Anak >8 tahun : Awal : 1 tablet kemudian sesuai kebutuhan. Maksimal : 4-6 tablet/hari.**Sebelum atau sesudah makan**HARUS DENGAN RESEP DOKTER. Gagal ginjal dan hati, tidak dianjurkan untuk diare akut akibat infeksi E Coli, Salmonella dan Shingella, diare disertai demam tinggi atau feses berdarah. Hamil, laktasi, dan Anak.**Anak < 12 tahun, gangguan fungsi hati, kondisi dimana dibutuhkan peristaltik usus.**Mulut kering, mual, muntah, mengantuk, nyeri perut, konstipasi, megakolon toksik, pusing, reaksi hipersensitivitas.**Obat Keras (Merah)**Tablet 2 Mg X 3 X 10**Pharos**BPOM: DKL0721633217A1"
26,Trozinc Syrup 60 ml,Rp38.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"TROZINC SYRUP merupakan obat yang digunakan sebagai pelengkap Cairan Rehidrasi Oral (CRO) pada bayi dan anak akibat tubuh kekurangan cairan (dehidrasi) karena diare.**Rehidrasi komplementer untuk pengganti cairan tubuh, mencegah dehidrasi pada anak, dapat bersamaan dengan larutan rehidrasi oral**Tiap 5 ml mengandung Zinc sulfate 54,89 mg setara dengan Zinc Elemental 20 mg.**Anak 6 bulan-5 tahun : 1 tablet/hari, Bayi 2-6 bulan : 0.5 tablet/hari, Semua dosis diberikan selama 10 hari berturut-turut walaupun diare sudah berhenti.**Semua dosis diberikan selama 10 hari berturut-turut meskipun diare sudah berhenti**Cairan rehidrasi oral harus tetap diberikan disamping suplementasi Zn.**Hipersensitivitas**Muntah. Dosis Zn berlebihan (>150 mg/hari) untuk jangka waktu lama dapat menyebabkan toksisitas pada orang dewasa.**Obat Bebas Terbatas (Biru)**Botol @ 60 ml**Tropica Mas Pharmaceutical**BPOM: DTL1926013037A1"
