,name,price,deskripsi,isi_deksripsi
10,Entrasol Gold Cokelat 600 g,Rp81.600 - Rp137.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Kemasan ganda @ 600 g**Sanghiang Perkasa
11,Entrasol Gold Coklat 350 g,Rp44.900 - Rp94.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Box 350 g**Sanghiang Perkasa
12,Entrasol Gold Plain 175 g,Rp37.000 - Rp50.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Dus 185 gram**Sanghiang Perkasa**BPOM: MD805010327281
13,Entrasol Gold Plain 350 g,Rp58.100 - Rp94.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Aluminium foil @ 370 g**Sanghiang Perkasa
14,Entrasol Gold Vanilla 175 g,Rp37.000 - Rp51.200,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Untuk usia 51 tahun ke atas agar tetap sehat dan aktif.**Hi Calcium, omega 3&6, vitamin, dan mineral**Sesuai kebutuhan**Seperti pada penyajian susu biasa**Produk Konsumen**Dos 185 g**Sanghiang Perkasa**BPOM: MD805010329281"
15,Entrasol Gold Vanilla 350 g,Rp65.900 - Rp93.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Untuk usia 51 tahun ke atas agar tetap sehat dan aktif.**Hi Calcium, omega 3&6, vitamin, dan mineral**-**-**-**-**-**Produk Konsumen**-**Sanghiang Perkasa**BPOM: MD805010331281"
16,Entrasol Gold Vanilla 600 g,Rp102.200 - Rp135.800,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Untuk usia 51 tahun ke atas agar tetap sehat dan aktif.**Hi Calcium, omega 3&6, vitamin, dan mineral**-**-**-**-**-**Produk Konsumen**-**Sanghiang Perkasa**BPOM: MD805010329281"
17,Entrasol Platinum Vanilla 400 g,Rp119.100 - Rp154.200,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Entrasol Platinum merupakan nutrisi untuk orang lanjut usia. Dengan kandungan Protein yang tinggi, membantu menjaga masa otot. Entrasol Senior juga dilengkapi dengan Ekstrak Buah Zaitun dan Pro-Fit Advance yang mendukung penuhan nutrisi gizi yang lengkap sehingga bisa digunakan sebagai pengganti makanan utama agar tetap sehat dan aktif.**1. Memenuhi kebutuhan nutrisi usia lanjut 2. Nutrisi gizi lengkap sehingga bisa menjadi pengganti makan 3. Menjaga kesehatan dan tetap aktif dalam beraktivitas 4. Menjaga kesehatan kardiovaskular 5. Membantu menangkal radikal bebas**Larutkan 4 sendok takar Entrasol Platinum kedalam 200 ml air matang hangat**Produk Konsumen**Kaleng @ 200 g**Sanghiang Perkasa**BPOM: MD 505010458281"
18,Entrasol Platinum Vanilla 800 g,Rp242.800 - Rp288.500,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Entrasol Platinum merupakan nutrisi untuk orang lanjut usia. Dengan kandungan Protein yang tinggi, membantu menjaga masa otot. Entrasol Senior juga dilengkapi dengan Ekstrak Buah Zaitun dan Pro-Fit Advance yang mendukung penuhan nutrisi gizi yang lengkap sehingga bisa digunakan sebagai pengganti makanan utama agar tetap sehat dan aktif.**1. Memenuhi kebutuhan nutrisi usia lanjut 2. Nutrisi gizi lengkap sehingga bisa menjadi pengganti makan 3. Menjaga kesehatan dan tetap aktif dalam beraktivitas 4. Menjaga kesehatan kardiovaskular 5. Membantu menangkal radikal bebas**Produk Konsumen**Kaleng @ 800 g**Sanghiang Perkasa**BPOM: MD 505010335281"
19,Peptisol Rasa French Vanilla 189 g,Rp86.700 - Rp101.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"PEPTISOL merupakan pangan olahan medis khusus untuk kontrol diet pada masa pemulihan dari sakit dengan protein tinggi yang berkualitas, mudah diserap dan rendah residu untuk menunjang kebutuhan tubuh yang meningkat terutama pada kondisi setelah operasi, stroke, luka bakar, trauma, perawatan di ICU atau kondisi khusus lainnya.**Olahan Pangan medis khusus untuk kontrol diet pada masa pemulihan dari sakit dengan protein tinggi terutama baik sekali untuk pasien pasca operasi. Manfaat lainnya Peptisol sangat baik untuk meningkatkan berat janin bagi wanita hamil, pembentukan massa otot, kontrol berat badan atau kondisi kesehatan lainnya yg butuh didukung protein tinggi.**Maltotreksim,sukrosa, kalsium kaseinat, konsentrat whey protein , minyak nabati , perisa sintetik vanila, 7 mineral dan 10 vitamin ( mengandung antioksidan tokoferol ).**Dewasa: 2-6x sehari 1 sachet (63 gr). Hanya digunakan sesuai petunjuk dokter atau ahli gizi dan bervariasi sesuai dengan kebutuhan masing-masing individu.**Cara penyajian : Ambil tiap satu sachet (63 gr) saat penyajian lalu dilarutkan dalam 200 ml air hangat untuk menghasilkan 250 kkal. Ikuti petunjuk dokter dalam pemberian melalui sonde ( osmolaritas kurang lebih 478 mOsmol/kg air )**Produk ini merupakan pangan olahan keperluan medis khusus berprotein tinggi yang digunakan pada masa pemulihan dari sakit saat asupan nutrisi tidak dapat dipenuhi oleh makanan biasa. Penggunaan produk harus dengan rekomendasi Dokter.**Tidak cocok untuk penggunaan pada pasien yang mengalami gangguan ginjal. Sebaiknya konsultasikan pada dokter untuk penggunaannya.**Pangan Olahan Keperluan Medis Khusus**Dus, 3 Sachet @ 63 G**Sanghiang Perkasa**BPOM: MD867010421281"
20,Entramix Rasa Vanila 174 g,Rp67.600 - Rp78.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Entramix merupakan nutrisi lengkap seimbang, yang sangat cocok untuk dewasa hingga lansia dan dapat berperan sebagai pengganti makan, menjaga massa otot, serta kesehatan. Dilengkapi dengan serat pangan inulin yang berperan sebagai prebiotik untuk kesehatan saluran cerna, bantu lengkapi kebutuhan protein dan kalori harian.**Entramix diperuntukkan pan kondisi seperti: 1. Penderita dengan keterbatasan kemampuan mengonsumsi, mencerna atau menyerap asupan makanan normal. 2. Masa pemulihan dan penyembuhan penyakit tertentu. 3. Kebutuhan medis khusus lain sesuai rekomendasi dokter.**Maltodekstrin, Minyak Nabati (Minyak Bunga Matahari, Minyak Kanola), Sukrosa, Kalsium Kaseinat, Konsentrat Protein Whey, Serat Pangan, Perisa Sintetik Vanila, 12 Vitamin dan 10 Mineral.**Sebagai pengganti makanan atau selingan makanan sesuai petunjuk dokter atau ahli gizi**4 sendok takar (58g) dilarutkan dalam 200ml air hangat, aduk perlahan**Produk ini merupakan olahan pangan medis khusus untuk dukungan nutrisi bagi orang dewasa yang mengalami kurang gizi atau gizi buruk. PENYIMPANAN : Setelah dibuka, lipat polybag dan tutup rapat-rapat. Simpan di tempat yang sejuk, kering, dan bersih. Habiskan isinya dalam waktu kurang dari satu bulan. Jangan dikonsumsi bila ada perubahan mencolok pada bau, rasa, atau warna.**Produk Konsumen**Dus @ 3 Sachet @ 58 g**Sanghiang Perkasa**BPOM: MD867010586281"
21,Fresubin Original Drink Rasa Vanila 200 ml,Rp35.900 - Rp44.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"FRESUBIN ORIGINAL DRINK merupakan makanan cair yang dirancang khusus untuk membantu memberikan nutrisi harian yang lengkap, seimbang, dan terukur. Produk ini mengandung komposisi makronutrien (karbohidrat, protein, dan lemak) dan mikronutrien (multivitamin dan mineral) yang sesuai untuk membantu mencukupi angka kebutuhan nutrisi harian. Minuman ini bebas dari laktosa dan gluten.**Pangan olahan keperluan medis khusus untuk dukungan bagi pasien malnutrisi.**Air, Maltodextrine, Protein dari Susu dan Soya, Lemak Nabati, Multivitamin, dan Mineral.**Menyesuaikan dengan rekomendasi dokter. Rekomendasi untuk nutrisi tambahan adalah 3 botol per hari (600 kkal), atau nutrisi lengkap kurang dari 8 botol per hari (1600 kkal).**Saran penyajian dapat dilihat pada kemasan produk. Diberikan sesuai dengan petunjuk dosis penggunaan, leaflet/brosur dan sesuai atas rekomendasi dokter.**Produk ini merupakan pangan olahan keperluan medis khusus untuk pasien malnutrisi. Penggunaan produk ini harus dengan rekomendasi dokter**Pangan Olahan Keperluan Medis Khusus**Botol @ 200 ml**Fresenius Kabi**BPOM: ML262514017075"
22,Goldsure By Ensure 400 g,Rp176.000 - Rp209.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Goldsure merupakan pangan olahan untuk keperluan medis khusus untuk dukungan nutrisi bagi orang dewasa gizi kurang atau gizi buruk. Penggunaan produk ini harus atas rekomendasi dokter.**Membantu memenuhi kebutuhan nutrisi untuk mendukung masa pemulihan pada orang dewasa dan dukungan nutrisi bagi orang dewasa yang mengalami kurang gizi atau gizi buruk.**Pati jagung terhidrolisa, Minyak nabati (Minyak bunga matahari tinggi oleat, Minyak kedelai, Minyak kanola), Natrium Kaseinat, Isolat protein kedelai, Oligofruktosa (FOS), Sukrosa, Konsentrat protein whey, Mineral (Kalium sitrat, Trikalsium fosfat, Magnesium sulfat, Magnesium klorida, Kalium klorida, Natrium sitrat, Kaliumm fosfat, Natrium klorida, Kalsium karbonat, Kalium hidroksida, Besi sulfat, Zink sulfat, Mangan sulfat, Tembaga sulfat, Kromium klorida, Kalium iodida, Natrium molibdat, Natrium selenat), Kalsium �-hidroksi-�-metilbutirat (CaHMB), Perisa sintetik vanila, Kolin klorida, Vitamin (Asam askorbat, Vitamin E (dl-Alfa tokoferil asetat), Kalsium pantotenat, Niasinamida, Piridoksin hidroklorida, Riboflavin, Tiamin hidroklorida, Vitamin A, Palmitat, Asam folat, Beta karoten, Filokuinon, Biotin, Vitamin D3, Sianokobalamin, Taurin, L-karnitin, Antioksidan (Askorbil palmitat dan Campuran tokoferol).**Diberikan sesuai dengan petunjuk dosis penggunaan, leaflet/brosur dan sesuai atas rekomendasi dokter.**Tuangkan 6 sendok takar susu ke dalam 185 ml air hangat atau dingin lalu aduk hingga tercampur rata**Produk ini merupakan pangan olahan untuk keperluan medis khusus untuk dukungan nutrisi bagi orang dewasa yang kurang gizi atau gizi buruk. PENYIMPANAN : Jangan memanaskan formula dalam microwave dapat menyebabkan luka bakar serius. Penyimpanan: simpan kaleng yang belum dibuka dalam suhu ruangan. Kaleng yang telah dibuka harus ditutup dengan rapat dan disimpan di tempat yang sejuk dan kering.**Pangan Olahan Keperluan Medis Khusus**Kaleng @ 400 g**Abbott**BPOM: ML562509039512"
23,Nephrisol Vanila 201 g,Rp74.900 - Rp93.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Nephrisol merupakan Nutrisi Pertama yang direkomendasikan BPOM khusus untuk pasien Ginjal predialisis. Komposisi Protein, Natrium, dan Indeks Glikemik Rendah yang sudah disesuaikan tidak memperberat fungsi ginjal. Diet rendah protein bertujuan untuk memperlambat progresivitas kerusakan ginjal sehingga pasien tidak cepat masuk proses dialisis.**Makanan khusus yang diformulasikan untuk gangguan ginjal.**Energi 260 kkal, Karbohidrat 47 g, Lemak 6 g, Protei 5 g, Leucine 0,61 g, Isoleucine 0,43 g, Valine 0,49 g, Tryptophan 0,09 g, Phenylalanine 0,41 g, Methionine 0,4 g, Threonine 0,27 g, Lysine 0,37 g, Histidine 0,24 g, Aspartate 0,27 g, Glutamate.**Apabila diperlukan 1560 kkal dan 30 g protein, dapat diberikan 6 gelas NEPHRISOL.**Komsumsi segera setelah disiapkan.**Setelah digunakan simpan dalam keadaan tertutup ditempat sejuk dan kering dan gunakan isinya dalam waktu tidak lebih dari 1 bulan.**Hipersensitivitas.**Reaksi alergi.**Pangan Olahan Keperluan Medis Khusus**Dus @ 210 g / 3 sachet @ 70g**Sanghiang Perkasa**BPOM: MD 862510555281"
24,Nutrican Strawberry Powder 245 g,Rp78.900 - Rp129.600,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Nutrican Strawberry Powder 245 g,merupakan olahan pangan medis khusus yang diformulasikan untuk menunjang kondisi pasien kanker yang cenderung kehilangan nafsu makan dan mengalami penurunan berat badan secara terus menerus.Penggunaan produk ini harus dengan rekomendasi dokter.**Mencukupi kebutuhan kalori, protein, dan zat gizi lainnya, meningkatkan nafsu makan, mengurangi kondisi inflamasi sistemik, Membantu mencegah kehilangan berat badan atau kaheksia pada pasien dengan penyakit kronik termasuk kanker.**3 x saji/hari.**Saran penyajian dapat dilihat pada kemasan produk. Diberikan sesuai dengan petunjuk dosis penggunaan, leaflet/brosur dan sesuai atas rekomendasi dokter.**Produk ini merupakan pangan olahan keperluan medis khusus bagi pasien kanker yang kehilangan nafsu makan . Penggunaan produk harus dengan rekomendasi Dokter.**Pangan Olahan Keperluan Medis Khusus**Box 245 G**Sanghiang Perkasa**BPOM: MD862109182006"
25,Appeton 60 Plus Rasa Vanilla 400 g,Rp248.400 - Rp468.800,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Susu untuk usia 60 tahun keatas, membantu penyerapan protein, mengurangi resiko kekurangan nutrisi**Protein 30 g, fat 10 g, carbohydrate 52 g (including fibre 5.6 g), ash 5 g, moisture 3 g, lysine 2.76 g, vitamin A 3000 IU, vitamin B1 0.8 mg, vitamin B2 0.8 mg, vitamin B6 1 mg, vitamin B12 3.5 mcg, vitamin C 45 mg, vitamin D 300 iu, vitamin E 10 IU, niacin 8 mg, pantothenic acid 5 mg, folic acid 300 mcg, biotin 50 mcg, choline 50 mg, Na 660 mg, K 650 mg, Ca 1,500 mg, Cl 1000 mg, Fe 8 mg, phosphorus 650 mg, Mg 100 mg, Zn 5.5 mg, copper 550 mg**2-3 x sehari**larutkan 40g-50g (3 - 4 sendok) ke dalam 300 ml air hangat. Diminum 1 jam sesudah makan**Produk Konsumen**Kaleng 450 g X 1**Biomed"
26,Appeton 60+ Vanilla 900 g,Rp464.400 - Rp935.900,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,susu penambah berat badan yang mengandung vitamin dan mineral untuk usia 60 tahun ke atas**2-3 x sehari**larutkan 40g-50g (3 - 4 sendok) ke dalam 300 ml air hangat. Diminum 1 jam sesudah makan**Produk Konsumen**Kaleng 900 g x 1**Biomed
27,Appeton Weight Gain Adult Coklat 450 g,Rp318.600 - Rp552.400,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Sebuah susu formula yang dibuat khusus untuk orang kurus, dengan multivitamin ditambah mineral bersama protein yang lebih tinggi dan karbohidrat akan memastikan sumber makanan yang optimal untuk mendapatkan berat ideal bagi remaja yang kurus, para atlet, dan mereka yang berada dalam masa penyembuhan serta pertumbuhan.**2 - 3 kali sehari, satu jam setelah makan.**Produk Konsumen**Kaleng 450 g**Biomed"
28,Appeton Weight Gain Adult Coklat 900 g,Rp550.800 - Rp976.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,"-**Sebuah susu formula yang dibuat khusus untuk orang kurus, dengan multivitamin ditambah mineral bersama protein yang lebih tinggi dan karbohidrat akan memastikan sumber makanan yang optimal untuk mendapatkan berat ideal bagi remaja yang kurus, para atlet, dan mereka yang berada dalam masa penyembuhan serta pertumbuhan.**Protein 30 g, fat 10 g, carbohydrate 52 g (including fibre 5.6 g), ash 5g, moisture 3 g, lysine 2.76 g, vit A 3,000 IU, vit B1 0.8 mg, vit B2 0.8 mg, vit B6 1 mg, vit B12 3.5 mcg, vit C 45 mg, vit D 300 iu, vit E 10 IU, niacin 8 mg, pantothenic acid 5 mg, folic acid 300 mcg, biotin 50 mcg, choline 50 mg, Na 660 mg, K 650 mg, Ca 1,500 mg, Cl 1,000 mg, Fe 8 mg, phosphorus 650 mg, Mg 100 mg, Zn 5.5 mg, copper 550**2-3 x sehari**larutkan 40g-50g (3 1/2 - 4 sendok) ke dalam 300 ml air hangat. Diminum 1 jam sesudah makan**Jangan disimpan di bawah sinar matahari langsung.**hipersensitivitas**reaksi alergi, hipervitaminosis**Produk Konsumen**Kaleng 900 g**Biomed"
29,Appeton Weight Gain Adult Vanilla 450 g,Rp321.900 - Rp552.400,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Sebuah susu formula yang dibuat khusus untuk orang kurus, dengan multivitamin ditambah mineral bersama protein yang lebih tinggi dan karbohidrat akan memastikan sumber makanan yang optimal untuk mendapatkan berat ideal bagi remaja yang kurus, para atlet, dan mereka yang berada dalam masa penyembuhan serta pertumbuhan.**2 - 3 kali sehari, satu jam setelah makan.**Produk Konsumen**Kaleng 450 g**Biomed"
30,Appeton Weight Gain Adult Vanilla 900 g,Rp517.500 - Rp981.700,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Sebuah susu formula yang dibuat khusus untuk orang kurus, dengan multivitamin ditambah mineral bersama protein yang lebih tinggi dan karbohidrat akan memastikan sumber makanan yang optimal untuk mendapatkan berat ideal bagi remaja yang kurus, para atlet, dan mereka yang berada dalam masa penyembuhan serta pertumbuhan.**2 - 3 kali sehari, satu jam setelah makan.**Produk Konsumen**Kaleng 900 g**Biomed"
31,Boost Optimum 400 g,Rp118.000 - Rp216.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"BOOST OPTIMUM diperkaya dengan Protein Whey yang kaya akan Leucin untuk mempertahankan kekuatan otot, Vitamin D untuk menjaga kepadatan tulang, dan Vitamin E, B6, dan B12 untuk membantu meningkatkan daya tahan tubuh. Selain itu, produk ini juga diperkaya dengan Lemak nabati, kaya akan MUFA (Mono Unsaturated Fatty Acid) untuk menjaga kesehatan jantung, Probiotik (Bifidobacterium Longum dan Lactobacillus Paracasei) dan Prebiotik serat pangan (Fructo Oligo Sacarida, Inulin, dan Acacia Gum) untuk membantu menjaga kesehatan saluran cerna, serta rendah laktosa, tanpa penambah gluten, dan bebas lemak. Produk ini dapat membantu memenuhi kebutuhan nutrisi harian agar tetap aktif sepanjang usia dan cocok digunakan untuk mengembalikan produktifitas saat masa pemulihan. Boost optimum tersedia dalam varian rasa vanila.**Boost Optimum dapat diberikan untuk kondisi: kurang zat gizi atau sedang membutuhkan suplementasi nutrisi, sedang dalam aktivitas atau pekerjaan yang padat dan kecenderungan melewatkan makan, kurang istirahat, sedang dalam diet atau dalam kondisi kurang berat badan, kehilangan nafsu makan, lanjut usia, serta pasien dalam kondisi pemulihan setelah sakit**Maltodekstrin, Protein Susu (Whey, Kasein), Campuran Minyak Nabati (mengandung Antioksidan Askorbil Palmitat), Gula, Oligofruktosa, 7 Mineral dan Premiks Mineral, Inulin, Pengemulsi Lesitin Kedelai, Perisa Sintetik Vanila, Pengatur Keasaman, Premiks Vitamin, Lactobacillus paracasei NCC2461, L-karnitin, dan Pemanis Buatan Asesulfam-K.**Diberikan sesuai dengan petunjuk dosis penggunaan, leaflet/brosur dan sesuai atas rekomendasi dokter.**Larutkan 7 sendok takar full (57 g) dalam 210 ml air hangat dengan suhu tidak lebih dari 45 C.**Produk ini merupakan pangan olahan keperluan medis khusus untuk menjaga kondisi tubuh ataupun mengembalikan produktivitas saat masa pemulihan dari sakit bagi orang dewasa yang kurang gizi. Penggunaan produk ini harus dengan rekomendasi dokter Buang produk yang telah dipanaskan. Produk yang sudah diseduh harus segera ditutup dan dikonsumsi dalam waktu 4 jam jika disimpan dalam suhu ruang atau 24 jam jika disimpan di lemari pendingin. Produk yang sudah dibuka harus habis dalam waktu 1 bulan. Cara penyimpanan : Simpan di bawah suhu 30 C , wadah tertutup rapat , kering dan terlindung dari cahaya matahari dan kelembaban .**Tidak cocok dan berbahaya bagi orang dewasa yang tidak memiliki gangguan medis khusus. Sebaiknya konsultasikan kepada dokter untuk penggunaannya.**Pangan Olahan Keperluan Medis Khusus**Kaleng @ 400 g**Nestle**BPOM: ML562512021040"
