,name,price,deskripsi,isi_deksripsi
22,Gillette Foamy Lemon Lime 175 G,Rp32.100 - Rp61.300,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Gillette Foamy Lime kaya akan krim busa yang tebal untuk kenyamanan bercukur, dengan sentuhan wangi lemon-Formula Comfortglide. Busa beraroma lemon lime yang ,menyegarkan, dan berlimpah. Gillette Foamy LimeMemudahkan melihat area yang belum dicukur.Gillette Foamy Lime Mudah dipakai dan dibilas**Sebagi krim cukur untuk membantu mencegah iritasi kulit ketika mencukur**Produk Konsumen**Kaleng, 175 G**Procter & Gamble (P&G)**BPOM: NA49111100016"
23,Gillette Foamy Lemon Lime 50 g,Rp14.500 - Rp29.000,Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Sesuai kebutuhan**Produk Konsumen**Botol kaleng @ 50 g**Procter & Gamble (P&G)**BPOM: NA49111100016
24,Gillette Foamy Menthol 175 g,Rp32.100 - Rp47.400,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Gillette Foamy Menthol kaya akan krim busa yang tebal untuk kenyamanan bercukur, dengan wangi mentol.Dengan formula Comfortglide, Busa berarorma mentol yang dingin,menyegarkan, dan berlimpah. Membantu mencegah iritasi kulit ketika mencukur dan Memudahkan melihat area yang belum dicukur. Mudah dipakai dan dibilas**Produk Konsumen**Kaleng @ 175 G**Procter & Gamble (P&G)**BPOM: NA49141100051"
25,Gillette Fusion Proglide 1 Pieces,Rp132.000 - Rp169.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 1 Unit**Procter & Gamble (P&G)
26,Gillette Fusion Proglide 5 Cartridge 4 Pieces,Rp340.900 - Rp386.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 4 Pieces**Procter & Gamble (P&G)
27,Gillette Fusion Proglide Refill 2 Pieces,Rp189.000 - Rp215.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Dus @ 1 pack**Procter & Gamble (P&G)
28,Gillette Goal II (5+1),Rp22.400 - Rp58.500,Golongan Produk**Manufaktur,Produk Konsumen**Procter & Gamble (P&G)
29,Gillette Goal II 3+1 Pieces,Rp29.000 - Rp38.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 4 Pieces**Procter & Gamble (P&G)
30,Gillette Goal II Disposable 2 Pieces,Rp11.500 - Rp22.600,Golongan Produk**Manufaktur,Produk Konsumen**Procter & Gamble (P&G)
31,Gillette Goal II HBDC Single,Rp5.700 - Rp12.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 1 Piece**Procter & Gamble (P&G)
32,Gillette Guard 3 Cartridge 4 Pieces,Rp60.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 4 Pieces**Procter & Gamble (P&G)
33,Gillette Mach 3 Cartridge 2 Pieces,Rp97.900 - Rp126.200,Golongan Produk**Manufaktur,Produk Konsumen**Procter & Gamble (P&G)
34,Gillette Mach 3 Hercules,Rp170.700,Golongan Produk**Manufaktur,Produk Konsumen**Procter & Gamble (P&G)
35,Gillette Mach3,Rp65.700 - Rp80.800,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Pack, 1 Unit**Procter & Gamble (P&G)"
36,Gillette Mach3 Turbo Razor 1 Pieces,Rp75.500 - Rp123.600,Deskripsi**Golongan Produk**Kemasan**Manufaktur,"GILLETTE Mach3 Turbo Razor merupakan mata pisau cukur yang memiliki strip pelicin yang tahan lama. Dilengkapi dengan 3 mata pisau cukur dengan lapisan yang melindungi kulit dari gesekan sehingga terhindar dari iritasi dan luka. Dengan mata pisau yang lebih tajam, produk ini lebih baik dari pisau cukur sekali pakai bahkan pada pemakaian ke-10. Mata pisaunya dapat diganti dengan mata pisau cukur tipe Mach 3 mana pun.**Produk Konsumen**Pack @ 1 Pieces**Procter & Gamble (P&G)"
37,Gillette Vector 1 Pieces,Rp15.100 - Rp29.000,Golongan Produk**Manufaktur,Produk Konsumen**Procter & Gamble (P&G)
38,Gillette Vector Cartridge 4 Pieces,Rp37.900 - Rp56.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Dus @ 1 pack**Procter & Gamble (P&G)
39,Schick Exacta Sensitive 2+1,Rp10.000 - Rp19.200,Golongan Produk**Manufaktur,Produk Konsumen**None
40,Schick Hydro Silk,Rp166.700 - Rp225.100,Deskripsi**Golongan Produk**Kemasan**Manufaktur,SCHICK HYDRO SILK dengan 5 pisau penginderaan kurva memberi Anda kedekatan yang luar biasa. Penjaga Kulit Unik membantu melindungi kulit Anda dari iritasi. Serum Hydra-Boost � yang diaktifkan air diformulasikan dengan shea butter dan terbukti secara klinis memberikan hidrasi yang tahan hingga 2 jam setelah bercukur.**Produk Konsumen**Pack @ 1 Unit**Bima Artha
41,Schick Quatro 4 Titanium Freestyle,Rp185.000 - Rp257.600,Deskripsi**Golongan Produk**Kemasan**Manufaktur,Schick Quattro Titanium Freestyle merupakan pisau cukur dengan 4 Mata pisau + 1 mata pisau edging dengan Trimmer. Mata pisau dilapisi titanium. Trimmer dapat disetel. Strip pelumas berformulasikan Aloevera dan Jojoba. Memiliki tutup untuk melindungi saat penyimpanan.**Produk Konsumen**Pack @ 1 Pieces**Bima Artha
42,Schick Quattro Titanium,Rp69.000 - Rp95.600,Deskripsi**Golongan Produk**Kemasan**Manufaktur,Schick Quattro Titanium dengan 4 Mata pisau + 1 mata pisau edging. Mata pisau dilapisi titanium. Gagang terbuat dari karet (Anti Selip). Strip pelumas berformulasikan Aloevera dan Jojoba. Memiliki tutup untuk melindungi saat penyimpanan. Bonus 1 catridge & tempat penyimpanan gantung.**Produk Konsumen**Pack @ 1 Unit**Bima Artha
43,Schick Shave Guard Sensitive Lime Foam 210 g,Rp39.500 - Rp75.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tabung dus 2.9 g**Bima Artha
44,Schick Shave Guard Sensitive Lime Foam 60 g,Rp21.000 - Rp40.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tabung dus 2.9 g**Bima Artha
45,Schick Xtreme 3 Sensitive Ultimate 2+1 Free Razor,Rp39.900 - Rp42.000,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack @ 2 +1 Razor**None
46,Easy Go Man Dsposable Briefs Size M,Rp69.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack**None
47,Tor Men Disposable Brief L,Rp32.500 - Rp53.600,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,TOR Mens Disposable Briefs Celana Dalam Pria merupakan celana dalam pria sekali pakai berbahan non woven yang lembut dan nyaman dipakai.**Produk Konsumen**Pack @ 7 Pieces**None
48,Tor Men Disposable Brief Xl,Rp26.100 - Rp37.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,TOR Mens Disposable Briefs Celana Dalam Pria merupakan celana dalam pria sekali pakai berbahan non woven yang lembut dan nyaman dipakai.**Produk Konsumen**Pack**ASIACAPITAL UTAMA INDONESIA
49,Tor Men Disposable Viscose L,Rp24.900 - Rp42.600,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,TOR Mens Disposable Briefs Celana Dalam Pria merupakan celana dalam pria sekali pakai berbahan non woven yang lembut dan nyaman dipakai.**Produk Konsumen**Pack**ASIACAPITAL UTAMA INDONESIA
50,Tor Men Disposable Viscose Xl,Rp32.600 - Rp40.600,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,TOR Mens Disposable Briefs Celana Dalam Pria merupakan celana dalam pria sekali pakai berbahan non woven yang lembut dan nyaman dipakai.**Produk Konsumen**Pack**ASIACAPITAL UTAMA INDONESIA
51,Neurobion Forte 10 Tablet,Rp47.400 - Rp55.300,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEUROBION FORTE merupakan vitamin neurotropik dengan kandungan Vitamin B1, Vitamin B6, Vitamin B12, yang penting untuk kesehatan fungsi saraf. Vitamin B1 bekerja dengan memetabolisme karbohidrat, Vitamin B6 membantu memetabolisme protein dan asam amino, Vitamin B12 membantu memelihara keutuhan jaringan saraf. Suplemen ini digunakan untuk pencegahan dan pengobatan penyakit karena kekurangan Vitamin B1, B6, B12, seperti neuritis perifer, neuralgia.**Obat ini digunakan untuk defisiensi Vitamin B1, B6, dan B12 pada keadaan kekurangan asupan, gangguan penyerapan, meningkatnya kehilangan di ginjal maupun meningkatnya kebutuhan seperti pada penderita diabetes dan usia lanjut.**Vitamin B1 100 mg, Vitamin B6 100, Vitamin B12 5000 mcg**Dewasa: 1 tablet, 1 kali per hari atau sesuai dengan anjuran dokter.**Berikan pada saat makan atau sesudah makan. Telan utuh jangan dikunyah/dihancurkan.**Wanita hamil dan menyusui, gangguan ginjal dan hati.**Diabetes melitus, Ulkus peptikum, Infark miokard, Aritmia jantung, Gastritis**Ruam kulit, diare, penglihatan kabur, gatal, sakit pada dada.**Obat Bebas (Hijau)**Dus, 5 Blister @ 10 tablet Salut Gula**Merck Indonesia**BPOM: DBL9615806416A1"
52,Neurobion 10 Tablet,Rp26.600 - Rp32.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEUROBION merupakan vitamin neurotropik dengan kandungan Vitamin B1, Vitamin B6, Vitamin B12, yang penting untuk kesehatan fungsi saraf. Vitamin B1 bekerja dengan membantu memetabolisme karbohidrat, Vitamin B6 membantu memetabolisme protein dan asam amino, Vitamin B12 membantu memelihara keutuhan jaringan saraf. Suplemen ini digunakan untuk pencegahan dan pengobatan penyakit karena kekurangan Vitamin B1, B6, B12, seperti neuritis perifer, neuralgia.**Suplemen ini digunakan untuk pencegahan dan pengobatan penyakit karena kekurangan vitamin B1, B6, B12, seperti neuritis perifer, neuralgia.**Per Tablet mengandung: Thiamine mononitrate (Vitamin B1) 100 mg Pyridoxine hydrochloride (Vitamin B6) 200 mg Cyanocobalamin (Vitamin B12) 200 mg**1 tablet, diminum 1 kali per hari atau sesuai anjuran dokter.**Saat makan atau sesudah makan**Belum terdapat data keamanan terkait penggunaan obat ini pada wanita hamil dan/atau menyusui. Konsultasikan kepada dokter apabila Anda sedang hamil dan/atau menyusui.**Hipersensitivitas.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.**Obat Bebas (Hijau)**Dus, 25 blister @ 10 tablet**Merck Indonesia**BPOM: DBL7215806416B1"
53,Ever E 250 IU 12 Kapsul,Rp30.900 - Rp34.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"EVER - E 250 12 KAPSUL sebagai antioksidan yang berfungi meredam efek radikal bebas**Membantu memelihara kesehatan kulit**Vitamin E natural 250 IU**1 kapsul sehari**Sesudah makan**tidak ada**tidak ada**tidak ada**Vitamin & Suplemen**Dus, 25 Amplop @ 1 Strip @ 6 Kapsul Lunak**Konimex**BPOM: SI204368111"
54,Halowell E 200 IU 12 Kapsul,Rp37.900 - Rp38.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Halowell E 200 merupakan suplemen yang mengandung zat aktif Natural Vitamin E 200 IU. Suplemen ini digunakan untuk membantu memelihara kesehatan kulit, dan memenuhi kebutuhan Vitamin E**Membantu memelihara kesehatan kulit dan memenuhi kebutuhan Vitamin E**Natural Vitamin E 200**1 Kapsul per hari**Sesudah makan**Tidak boleh diberikan melebihi batas karena akan menimbulkan efek samping yang tidak diinginkan.**Jangan diberikan kepada penderita hipersensitif**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: mengosongkan penyediaan Vitamin A, menghambat absorbsi atau aksi Vitamin K, menyebabkan diare, nyeri lambung, dan rasa lesu (jika melebihi dosis yang dianjurkan)**Vitamin & Suplemen**Dus, 2 Strip @ 6 Kapsul**Pertiwi Agung (Landson)**BPOM: SD211331141"
55,Vitamin B Complex 10 Tablet,Rp2.700 - Rp3.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"VITAMIN B COMPLEX merupakan vitamin tablet yang digunakan untuk membantu memenuhi kebutuhan vitamin B kompleks di tubuh.**Membantu memenuhi kebutuhan vitamin B kompleks**vitamin B1, vitamin B2, vitamin B3, vitamin B5, vitamin B6**3 kali sehari 1 tablet**sesudah makan**Simpan pada suhu di bawah 25 C, di tempat kering dan terlindung dari cahaya.**Hipersensitif**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis.**Vitamin & Suplemen**Dus, 10 Strip @ 10 Tablet**Generic Manufacturer**BPOM: SD151547161"
56,Neurosanbe 5000 10 Tablet,Rp32.100 - Rp46.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEUROSANBE 5000 10 TABLET mengandung vitamin B1, B6 dan B12. Obat ini digunakan untuk mengatasi gangguan sistem saraf perifer dan defisiensi vitamin B**Gangguan saraf perifer dan defisiensi vitamin B**Vitamin B1 100 mg, vitamin B6 100 mg, vitamin B12 5000 mcg**1 tablet setiap hari**Dapat diberikan bersama makanan untuk mengurangi rasa tidak nyaman pada lambung**Sebelum menggunakan Neurosanbe 5000 Tablet, beri tahu dokter Anda tentang daftar obat Anda saat ini, produk bebas (mis. Vitamin, suplemen herbal, dll.) dan jika Anda sedang mengalami kondisi berikut: - Hamil dan Menyusui - Kesulitan dalam bernafas - Penyakit kulit melepuh - Jika Anda sedang hamil, berencana untuk hamil, atau sedang menyusui - Jika Anda sedang mengonsumsi obat resep atau nonresep, sediaan herbal, atau suplemen makanan - Jika Anda minum alkohol secara teratur - Jika Anda memiliki alergi terhadap obat-obatan, makanan, atau zat lainnya - Jika Anda mengalami infeksi, saraf mata melemah, penumpukan limbah dalam darah, segala jenis anemia, atau kadar zat besi atau asam folat dalam darah rendah - Beri tahu dokter jika mengalami rasa terbakar, kesemutan, atau mati rasa**Hipersensitivitas terhadap komponen obat**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Beberapa efek samping mungkin jarang tetapi serius. Konsultasi pada dokter Anda jika Anda melihat efek samping berikut, terutama jika efek samping tidak hilang: Edema paru, gagal jantung kongestif, polisitemia vera, diare, gatal, perasaan bengkak di seluruh tubuh, disfungsi saraf yang mengakibatkan mati rasa, nyeri, kegelisahan, pembengkakan yang cepat, mual, gagal jantung, bisul, pruritus, keluarnya darah dari pembuluh darah yang pecah, ruam kulit, sianosis**Obat Bebas (Hijau)**Dus, 10 Strip @ 10 Tablet Salut Gula**Sanbe Farma**BPOM: DBL9922227316A1"
57,Vitamin B Complex IPI 45 Tablet,Rp6.100 - Rp6.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"VITAMIN B COMPLEX merupakan tablet yang digunakan untuk memenuhi kebutuhan vitamin B kompleks di tubuh.**Mencegah dan mengobati defisiensi vitamin B kompleks**Vitamin B1 Mononitrate, Vitamin B2, Vitamin B6 HCl, Calcium Panthothenate, Nicotinamide**1 tablet sehari**Berikan sesudah makan**Hati-hati pada pasien yang mendapat levodopa.**Hipersensitivitas terhadap thiamine atau komponen lain pada formula.**Sakit kepala dan mual, mati rasa pada tangan dan kaki.**Vitamin & Suplemen**Dus, Pot @ 45 tablet**Supra Ferbindo Farma**BPOM: SD141546221"
58,Natur-E Skin Start Natural Vitamin E 100 IU 16 Kapsul,Rp20.600 - Rp22.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NATUR-E 100 IU 16 KAPSUL merupakan suplemen yang mengandung Vitamin E alami yang berguna untuk membantu memelihara kesehatan kulit. Suplemen ini digunakan untuk membantu memenuhi kebutuhan vitamin E.**Vitamin E alami yang membantu memelihara kesehatan kulit**Setiap kapsul mengandung : Natural Vitamin E 100 IU.**1-3 kapsul per hari.**Dikonsumsi sesudah makan.**Simpan pada suhu 25-30 C dan terlindung dari cahaya. Hentikan penggunaan jika timbul reaksi alergi.**Vitamin & Suplemen**Dus, 4 Strip @ 4 Kapsul Lunak**Darya Varia Laboratoria**BPOM: SD041317161"
59,Neurodex 10 Tablet,Rp6.100 - Rp9.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEURODEX merupakan kombinasi dari vitamin B1, B6, dan B12. Vitamin ini digunakan untuk pengobatan kekurangan vitamin B1, B6, dan B12 seperti pada polineuritis.**Untuk pengobatan kekurangan Vitamin B1, B6, dan B12, seperti pada polineuritis.**Tiap table salut selaput mengandung : Vitamin B1 mononitrate 100 mg Vitamin B6 HCl 200 mg Vitamin B12 200 mcg**1 tablet sehari, atau menurut petunjuk dokter.**Sebelum atau sesudah makan, dapat bersama makanan untuk mengurangi ketidaknyamanan saluran cerna.**Sebaiknya tidak digunakan untuk pasien yang sedang menerima terapi levodopa**Hipersensitif terhadap komponen obat ini.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Pemakaian vitamin B6 dosis besar dalam jangka waktu lama dapat menyebabkan sindrom neuropati.**Obat Bebas (Hijau)**Dus, 20 Strip @ 10 Tablet Salut Selaput**Dexa Medica**BPOM: DBL0305033317A1"
60,Neurosanbe Plus 10 Tablet,Rp15.200 - Rp18.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"NEUROSANBE PLUS mengandung methampyron, vitamin B1, vitamin B6, Vitamin B12, di mana methampyron di gunakan untuk meredakan atau mengobati berbagai macam nyeri, misalnya nyeri otot, nyeri akibat sakit gigi, neuralgia dan nyeri ringan lainnya. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Gangguan sistem saraf perifer, defisiensi vitamin B, neuritis & neuralgia, terutama nyeri berat pada penyakit degeneratif kolumna vertebra.**Vitamin B1 50 mg, vitamin B6 100 mg, vitamin B12 100 mcg, Methampyrone 500 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 1 tablet 3 kali per hari. Maksimal 4 tablet per hari.**Dapat diberikan bersama dengan makanan untuk mengurangi rasa tidak nyaman pada GI**HARUS DENGAN RESEP DOKTER. Jangan digunakan pada keluhan nyeri otot akibat flu atau reumatik. Gangguan hematologi, gangguan fungsi hati atau ginjal.**Hipersensitivitas, gastritis atrofi, jumlah rendah kalium dalam darah, tekanan darah sistolik kurang dari 100 mmHg. Wanita hamil dan ibu menyusui.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Mual, muntah, nyeri ulu hati, gatal, biduran, agranulositosis.**Obat Keras (Merah)**Dus, 10 Strip @ 10 Tablet**Sanbe Farma**BPOM: DKL7822221909A1"
61,Proxidan 400 mg 10 Kapsul,Rp48.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Antioxidan**D-Alpha-Tocopherol 400 IU**1 kali sehari 1 kapsul**Sebaiknya diberikan bersama makanan**Tidak boleh melebihi dosis yang sudah dianjurkan, karena menimbulkan efek samping pengurangan vitamin A, diare, nyeri lambung, dan rasa lesu.**-**-**Vitamin & Suplemen**Tidak Boleh Melebihi Dosis Yang Sudah Dianjurkan, Karena Menimbulkan Efek Samping Pengurangan Vitamin A, Diare, Nyeri Lambung, Dan Rasa Lesu.**Meprofarm**BPOM: SI164307321"
