,name,price,deskripsi,isi_deksripsi
13,Face Shield Non Medis Dewasa 1 Piece,Rp5.700 - Rp99.200,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"FACE SHIELD NON MEDIS DEWASA merupakan alat yang digunakan sebagai pelindung wajah (mata, hidung dan mulut) dari paparan percikan droplet atau tangan yang terkontaminasi bakteri atau virus. Alat ini dilengapi dengan mika bening, sehingga penglihatan tidak terganggu dan tetap nyaman digunakan oleh pengguna kaca mata. Selain itu, alat ini juga dilengkapi karet elastis untuk dilingkarkan ke belakang kepala, sehingga penggunaannya lebih mudah dan tetap nyaman. Face shield dapat digunakan berulang setelah dibersihkan dengan menggunakan desinfektan.**Alat pelindung wajah (mata, mulut dan hidung) dari paparan percikan droplet maupun tangan yang terkontaminasi oleh baketri ataupun virus. Alat ini dapat digunakan secara berulang setelah dibersihkan dengan menggunakan desinfektan.**Pastikan face shield dalam keadaan bersih dan telah dibersihkan dengan desinfektan. Pasang face shied dengan mengaitkan bagian karet elastis ke belakang kepala.**PERINGATAN! Bersihkan dahulu face shield dengan desinfektan sebelum digunakan.**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Piece**None"
14,Fit-U Mask Earloop 5 Pieces,Rp8.500 - Rp14.400,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"FIT-U Mask merupakan masker HEADLOOP / HIJAB Nonwoven Disposable 3 Ply GRADE A kualitas dengan Bacteria Filter Efficiency ""SUPERformance"".**Sebagai masker yang memiliki fungsi sebagai filter penyaringan dari bakteri dan polusi yang menyebabkan berbagai macam penyakit**Gantungkan tali karet di kedua telinga, mengencangkan kawat sesuai bentuk hidung, dan menarik bagian bawah masker hingga menutup sampai dagu.**Alat Kesehatan & Medis Habis Pakai**Pack @ 5 Pieces**MITRA BLESSINDO PERKASA"
15,Fit-U Mask Earloop Green 50 Pieces,Rp59.900 - Rp105.800,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"U MASK EARLOOP GREEN 50 PIECES merupakan masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari 95% debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Desain masker ini dilengkapi dengan tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan konsumen dalam pemakaiannya.**Masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari 95% debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Pasang masker hingga menutupi hidung dan mulut, dan kaitkan tali ke telinga. Tarik bagian bawah masker sampai ke bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai ke bawah dagu. Tekan bagian atas masker pada bagian hidung agar nyaman dipakai.**Untuk satu kali pakai**Alat Kesehatan & Medis Habis Pakai**Dus @ 50 Pieces**MITRA BLESSINDO PERKASA**Kemenkes RI: AKD21603020183"
16,Fit-U Mask Hijab 5 Pieces,Rp8.900 - Rp14.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"FIT-U MASK HIJAB merupakan masker penutup wajah yang digunakan untuk menutup hidung dan mulut. Produk ini digunakan untuk mencegah penularan penyakit dari tetesan cairan tubuh yang keluar melalui hidung atau mulut dan melindungi dari bakteri, virus, debu, serbuk sari, asap kendaraan, polusi.**Masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari 95% debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Masker dipasangkan hingga menutupi hidung dan mulut, dan kalungkan tali masker ke belakang kepala. Kemudian bagian bawah masker ditarik hingga bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai dagu. Lalu bagian atas masker disesuaikan dengan bentuk hidung agar meminimalisir kontak hidung dengan udara luar.**Alat Kesehatan & Medis Habis Pakai**Pack @ 5 Pieces**MITRA BLESSINDO PERKASA**Kemenkes RI: AKD21603120634"
17,Fit-U Mask Hijab 50 Pieces,Rp83.300 - Rp111.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"FIT-U MASK HIJAB merupakan masker penutup wajah yang digunakan untuk menutup hidung dan mulut. Produk ini digunakan untuk mencegah penularan penyakit dari tetesan cairan tubuh yang keluar melalui hidung atau mulut dan melindungi dari bakteri, virus, debu, serbuk sari, asap kendaraan, polusi.**Memberi Perlindungan Extra Dari Polusi Udara, Kuman, Bakteri, Debu, Asap Rokok, Serbuk & Bau Tidak Sedap Lainnya. Mencegah & Melindungi Penularan Dari Penyakit & Virus yg Menular Melalui Udara**Masker dipasangkan hingga menutupi hidung dan mulut, dan kalungkan tali masker ke belakang kepala. Kemudian bagian bawah masker ditarik hingga bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai dagu. Lalu bagian atas masker disesuaikan dengan bentuk hidung agar meminimalisir kontak hidung dengan udara luar.**Alat Kesehatan & Medis Habis Pakai**Box 50 pcs**MITRA BLESSINDO PERKASA**Kemenkes RI: AKD 21603120634"
18,Fit-U Masker Anak 5 Pieces,Rp5.900 - Rp14.000,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Fit-U Masker Anak merupakan masker untuk anak-anak dengan 3 lapisan dengan kualitas premium. Masker ini dilengkapi dengan melt blown filter untuk menyaring virus debu dan kotoran. Memiliki kawat hidung elastis yang mengikuti lekuk hidung dan wajah, karet spandex latex free yang nyaman digunakan**Masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Sesuai kebutuhan**Pasang masker dengan mengaitkan bagian karet pada kedua telinga, dan posisikan masker sampai menutupi bagian hidung, mulut, dan dagu.**Alat Kesehatan & Medis Habis Pakai**Sachet @ 5 Pieces**MITRA BLESSINDO PERKASA"
19,Fit-U Masker Anak 50 Pieces,Rp42.900 - Rp111.500,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur,"Pelindung saluran pernafasan dari partikel debu, polusi, asap, dan kuman penyebab infeksi.**Sesuai kebutuhan**Alat Kesehatan & Medis Habis Pakai**Box @ 50 Pieces**MITRA BLESSINDO PERKASA"
20,Hi-Mask 3 Plus 3 Ply Earloop 50 Pieces,Rp91.500 - Rp98.800,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"HI-MASK 3 PLUS merupakan masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari 95% debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Desain masker ini terdiri dari tiga lapis yang memiliki tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan konsumen dalam pemakaiannya.**Masker satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari 95% debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Masker dipasangkan hingga menutupi hidung dan mulut, dan tali dikaitkan ke kedua telinga. Kemudian bagian bawah masker ditarik hingga bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai dagu. Lalu bagian atas masker disesuaikan dengan bentuk hidung agar meminimalisir kontak hidung dengan udara luar.**Alat Kesehatan & Medis Habis Pakai**Dus @ 50 Pieces**Sensi"
21,INAmask Surgical Face Mask Blue 50 Pieces,Rp35.000 - Rp70.000,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"INAmask Surgical Face Mask merupakan masker tiga lapis sebagai penutup hidung dan mulut. Masker ini untuk sekali pakai yang dapat digunakan untuk melindungi saluran pernapsan dari partikel debu, asap, polusi, dan kuman penyebab infeksi. Masker ini dilengkapi dengan karet yang dapat dikaitkan pada daun telinga.**Melindungi serta menjaga saluran pernafasan dan paru-paru dari bakteri, debu, partikel mikro, bahan kimia, dan bau tidak sedap**Sesuai kebutuhan**Pasang masker dengan warna putih menghadap ke bagian dalam, menutupi lubang hidung dan mulut dan posisi kawat dibagian atas. Kaitkan tali ke telinga. Tarik bagian bawah masker sampai menutupi bawah dagu. Tekan bagian atas masker pada bagian hidung sehingga rapat dan nyaman digunakan.**Alat Kesehatan & Medis Habis Pakai**Box, 50 Pieces**Indofarma**Kemenkes RI: AKD21603021020"
22,Indoshare Kids Mask 30 Pieces,Rp29.200 - Rp57.000,Deskripsi**Golongan Produk**Kemasan**Manufaktur,INDOSHARE KIDS MASK merupakan Masker untuk anak non medis dengan motif dino. Terbuat dari bahan yang lembut sehingga nyaman digunakan. INDOSHARE KIDS MASK Masker sekali pakai dengan 3 lapisan dan kawt hidung yang fleksibel dan elastis.**Alat Kesehatan & Medis Habis Pakai**Box @ 30 Pieces**None
23,Innocare Washglove Disposable Nonparfum,Rp29.200 - Rp30.600,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Pack @ 4 Lembar**None
24,Jito Masker Non Medis 2 Ply 5 Pieces,Rp11.700 - Rp13.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"JITO MASKER NON MEDIS merupakan masker non-medis satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Desain masker ini terdiri dari dua lapis yang memiliki tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan dalam pemakaiannya.**Masker non-medis yang digunakan sebagai alat pelindung mulut dan hidung untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Pasang masker dengan bagian putih berada di bagian dalam hingga menutupi hidung dan mulut, dan kaitkan tali ke telinga. Tarik bagian bawah masker sampai ke bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai ke bawah dagu. Tekan bagian atas masker pada bagian hidung agar nyaman dipakai.**Produk Konsumen**Pack @ 5 pieces**None"
25,Jito Masker Non Medis Anak 5 Pieces,Rp10.800 - Rp16.900,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"JITO MASKER NON MEDIS merupakan masker non-medis satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Desain masker ini terdiri dari dua lapis yang memiliki tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan dalam pemakaiannya.**Masker non-medis yang digunakan sebagai alat pelindung mulut dan hidung untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Pasang masker dengan bagian putih berada di bagian dalam hingga menutupi hidung dan mulut, dan kaitkan tali ke telinga. Tarik bagian bawah masker sampai ke bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai ke bawah dagu. Tekan bagian atas masker pada bagian hidung agar nyaman dipakai.**Alat Kesehatan & Medis Habis Pakai**Pack @ 5 pieces**None**Kemenkes RI: AKD 21603121196* *) Produk ini merupakan produk dengan Random Brand. Nomor Registrasi dapat berbeda sesuai dengan Brand yang tersedia di Apotek."
26,Jito Masker Non Medis Anak 50 Pieces,Rp73.000 - Rp112.300,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"JITO MASKER NON MEDIS merupakan masker non-medis satu kali pakai yang dapat digunakan untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Desain masker ini terdiri dari dua lapis yang memiliki tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan dalam pemakaiannya.**Masker non-medis yang digunakan sebagai alat pelindung mulut dan hidung untuk melindungi saluran pernapasan dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Pasang masker dengan bagian putih berada di bagian dalam hingga menutupi hidung dan mulut, dan kaitkan tali ke telinga. Tarik bagian bawah masker sampai ke bawah dagu, sehingga masker menutupi wajah dari bagian hidung sampai ke bawah dagu. Tekan bagian atas masker pada bagian hidung agar nyaman dipakai.**Alat Kesehatan & Medis Habis Pakai**Box @ 50 pieces**None**Kemenkes RI: AKD 21603121196* *) Produk ini merupakan produk dengan Random Brand. Nomor Registrasi dapat berbeda sesuai dengan Brand yang tersedia di Apotek."
27,Kaisin Surgical Mask KF94 20 Pieces,Rp29.200 - Rp74.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Pack @ 20 Pieces**None**Kemenkes RI: AKD20903121791
28,Liferesources Mob Cap Green 100 Pieces,Rp40.900 - Rp64.200,Golongan Produk**Kemasan**Manufaktur,Alat Kesehatan & Medis Habis Pakai**Dus @ 100 Piece**Mandiri Nugraha Ajitunggal
29,Masker 3M Respirator KF94 1 Pieces,Rp17.500 - Rp29.300,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"MASKER 3M RESPIRATOR KF94 didesain khusus agar nyaman dipakai dan lebih mudah bernapas. Memberikan perlindungan dari percikan batuk dan pilek, PM 2.5, kabut asap dan asap kendaraan bermotor. Dapat disesuaikan sehingga lebih rapat di wajah dan hidung untuk perlindungan maksimal. Efisiensi filter hingga 94%**digunakan untuk melindungi bagian mulut dan hidung pemakainya dari partikel debu, kotoran, polusi udara, serta membantu mengurangi paparan mikroorganisme penyebab penyakit pernafasan.**Alat Kesehatan & Medis Habis Pakai**Pack @ 1 Pieces**3M Indonesia Importama"
30,Masker Evo Plusmed Earloop Blue 25 Pieces,Rp208.800 - Rp327.800,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"EVO PLUSMED EARLOOP merupakan penutup hidung dan mulut sekali pakai yang dapat digunakan untuk melindungi saluran pernapsan dari partikel debu,asap, polusi, dan kuman penyebab infeksi. Masker ini dilengkapi dengan karet yang dapat dikaitkan pada daun telinga.**Pelindung saluran pernafasan dari partikel debu, polusi, asap, dan kuman penyebab infeksi.**Sesuai kebutuhan**Pasang masker dengan mengaitkan bagian karet pada kedua telinga, dan posisikan masker sampai menutupi bagian hidung, mulut, dan dagu.**Alat Kesehatan & Medis Habis Pakai**Box @ 25 Pieces**None**KEMENKES RI: AKD11603410202"
31,Masker KN95 10 Pieces,Rp11.700 - Rp81.700,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"MASKER KN95 merupakan masker penutup wajah yang digunakan untuk menutup hidung dan mulut. Masker KN95 dapat menyaring 95 persen partikel yang sangat kecil sehingga efektif digunakan untuk mencegah penularan penyakit dari tetesan cairan tubuh yang keluar melalui hidung atau mulut dan melindungi dari bakteri, virus, debu, serbuk sari, asap kendaraan, polusi.**Masker penutup wajah sekali pakai yang digunakan untuk melindungi saluran pernapasan dari resiko terpapar debu, asap, polusi, kuman, cairan dan partikel mikro lainnya.**Masker dipasangkan hingga menutupi hidung dan mulut, lalu bagian atas masker disesuaikan dengan bentuk hidung agar meminimalisir kontak hidung dengan udara luar.**Alat Kesehatan & Medis Habis Pakai**Dus @ 10 Pieces**None**Kemenkes RI: AKD 21603021944* *) Produk ini merupakan produk dengan Random Brand. Nomor Registrasi dapat berbeda sesuai dengan Brand yang tersedia di Apotek."
32,Masker Kain 10 Pieces,Rp30.900 - Rp74.200,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"MASKER KAIN merupakan masker non medis 2 lapis yang digunakan sebagai penutup mulut dan hidung. Masker ini dapat dipakai berulang kaali setelah dicuci dalam suhu maksimal 40 C dan disetrika dengan panas medium.**Sebagai pelindung mulut dan hidung dari paparan debu, asap, dan partikel-partikel lain yang terdapat di udara.**Cara menggunakan masker: Pastikan masker dalam keadaan bersih dan telah dicuci sesuai dengan petunjuk pencucian. Pasang masker dengan mengaitkan bagian karet pada kedua telinga, dan posisikan masker sampai menutupi bagian hidung, mulut, dan dagu. Cara mencuci masker: 1. Rendam dengan air hangat dengan suhu 40 C yang dicampurkan dengan detergen tanpa kandungan pemutih (khusus Bayclin aman digunakan). 2. Keringkan dengan cara dijemur atau dengan dryer kekuatan low di bawah suhu 80 C. 3. Wajib disetrika sebelum dipakai dengan tingkat panas medium atau sedang. 4. Jika tidak digunakan, simpan masker di tempat kering dan bersih. 5. Masker dapat dicuci maksimum hingga 10 kali untuk performa yang optimal.**PERINGATAN! Cuci masker terlebih dahulu sebelum digunakan. Jangan mencuci masker dengan bahan pemutih. Pencucian tidak boleh dilakukan pada suhu di atas 40 C.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pieces.**None"
33,Masker Kain Batik 2 Ply 10 Pieces,Rp30.900 - Rp74.800,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"MASKER KAIN BATIK merupakan masker non medis 2 lapis yang terbuat dari kain bermotif batik digunakan sebagai penutup mulut dan hidung. Masker ini dapat dipakai berulang kali setelah dicuci.**Sebagai pelindung mulut dan hidung dari paparan debu, asap, dan partikel-partikel lain yang terdapat di udara.**Sebelum digunakan, pastikan masker dalam keadaan bersih dan telah dicuci Masker dipasangkan hingga menutupi hidung dan mulut, kemudian tali dikaitkan ke belakang kepala. Setelah itu, bagian bawah masker ditarik hingga bawah dagu, sehingga masker menutupi bagian hidung sampai dagu.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pieces**None"
34,Masker Kain Batik Headloop 2 Ply 10 Pieces,Rp52.400 - Rp70.800,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"MASKER KAIN BATIK HEADLOOP 2 PLY merupakan masker non medis dengan motif batik yang dapat digunakan berulang kali untuk melindungi saluran pernapasan dari debu, asap, dan partikel-partikel lain yang terdapat di udara. Desain masker ini terdiri dari dua lapis yang memiliki tali pengait yang mengelilingi kepala atau disebut juga headloop yang dapat memudahkan konsumen dalam pemakaiannya.**Masker kain bermotif batik yang dapat digunakan berulang yang dapat digunakan untuk melindungi saluran pernapasan dari debu, asap, dan partikel-partikel lain yang terdapat di udara.**Sebelum digunakan, pastikan masker dalam keadaan bersih dan telah dicuci Masker dipasangkan hingga menutupi hidung dan mulut, kemudian tali dikaitkan ke belakang kepala. Setelah itu, bagian bawah masker ditarik hingga bawah dagu, sehingga masker menutupi bagian hidung sampai dagu.**PERINGATAN! Cuci masker terlebih dahulu sebelum digunakan.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pieces**None"
35,Masker Kain Sritex 10 Pieces,Rp23.400 - Rp89.000,Deskripsi**Indikasi Umum**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"SRITEX MASKER KAIN merupakan masker non medis 2 lapis yang digunakan sebagai pelindung mulut dan hidung dari debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara. Masker ini dapat dipakai berulang kali setelah dicuci dalam suhu maksimal 40 C dan disetrika dengan panas medium. Desain masker ini memiliki tali pengait ke telinga atau disebut juga earloop yang dapat memudahkan konsumen dalam pemakaiannya.**Sebagai pelindung mulut dan hidung dari paparan debu, asap, kuman, cairan dan partikel-partikel lain yang terdapat di udara.**Sesuai kebutuhan**Cara menggunakan masker: Pastikan masker dalam keadaan bersih dan telah dicuci sesuai dengan petunjuk pencucian. Pasang masker dengan mengaitkan bagian karet pada kedua telinga, dan posisikan masker sampai menutupi bagian hidung, mulut, dan dagu. Cara mencuci masker: 1. Rendam dengan air hangat dengan suhu 40 C yang dicampurkan dengan detergen tanpa kandungan pemutih (khusus Bayclin aman digunakan). 2. Keringkan dengan cara dijemur atau dengan dryer kekuatan low di bawah suhu 80 C. 3. Wajib disetrika sebelum dipakai dengan tingkat panas medium atau sedang. 4. Jika tidak digunakan, simpan masker di tempat kering dan bersih. 5. Masker dapat dicuci maksimum hingga 10 kali untuk performa yang optimal.**PERINGATAN! Cuci masker terlebih dahulu sebelum digunakan. Jangan mencuci masker dengan bahan pemutih. Pencucian tidak boleh dilakukan pada suhu di atas 40 C.**Alat Kesehatan & Medis Habis Pakai**Pack @ 10 Pieces**None"
